1=clockwise	mantisse_flowrate	exponent_flowrate	temperature_top	temperature_bottom	temperature_spiral_middle_outlet	temperature_spiral_edge_outlet	voltage	current	European_standard_time_date	European_standard_time_of_day	time_t
1	2600	-2	79.36	77.25	69.43	33.3	16.51	0.18743	3.9.2015	15:33:49	1441294429
1	2600	-2	79.25	77.01	69.34	33.59	16.5	0.18671	3.9.2015	15:33:50	1441294430
1	2600	-2	79.34	76.66	69.73	33.59	16.52	0.18713	3.9.2015	15:33:51	1441294431
1	2600	-2	79.41	76.87	69.73	33.98	16.52	0.18776	3.9.2015	15:33:52	1441294432
1	2600	-2	79	76.7	70.12	34.08	16.51	0.18774	3.9.2015	15:33:53	1441294433
1	2600	-2	79.09	76.91	70.12	33.79	16.5	0.18527	3.9.2015	15:33:54	1441294434
1	2600	-2	79.39	76.41	70.8	34.38	16.5	0.18653	3.9.2015	15:33:56	1441294436
1	2600	-2	79.14	76.08	70.21	33.5	16.53	0.18739	3.9.2015	15:33:57	1441294437
1	2600	-2	78.9	75.74	70.31	34.08	16.5	0.18685	3.9.2015	15:33:58	1441294438
1	2600	-2	79.26	76.18	70.51	34.77	16.51	0.18645	3.9.2015	15:33:59	1441294439
1	2600	-2	79.13	76.36	70.41	34.38	16.48	0.18561	3.9.2015	15:34:00	1441294440
1	2600	-2	78.95	76.42	70.61	34.47	16.48	0.1876	3.9.2015	15:34:01	1441294441
1	2600	-2	78.86	77.02	69.63	34.38	16.5	0.18705	3.9.2015	15:34:03	1441294443
1	2600	-2	79.03	77.18	70.7	35.35	16.5	0.18616	3.9.2015	15:34:04	1441294444
1	2600	-2	78.76	76.94	69.63	34.57	16.51	0.18626	3.9.2015	15:34:05	1441294445
1	2600	-2	78.79	77.33	70.31	35.25	16.49	0.18743	3.9.2015	15:34:06	1441294446
1	2600	-2	79	77.58	70.41	35.16	16.53	0.18846	3.9.2015	15:34:07	1441294447
1	2600	-2	78.89	77.58	70.02	35.35	16.51	0.18828	3.9.2015	15:34:08	1441294448
1	2600	-2	78.69	77.53	70.21	35.06	16.53	0.18834	3.9.2015	15:34:10	1441294450
1	2600	-2	78.77	77.56	69.92	35.16	16.51	0.18694	3.9.2015	15:34:11	1441294451
1	2600	-2	78.62	77.74	70.12	34.96	16.55	0.18682	3.9.2015	15:34:12	1441294452
1	2600	-2	78.6	77.29	70.51	35.25	16.51	0.18658	3.9.2015	15:34:13	1441294453
1	2600	-2	78.61	77.42	70.41	35.94	16.53	0.18818	3.9.2015	15:34:14	1441294454
1	2600	-2	78.88	77.63	70.21	35.74	16.51	0.18744	3.9.2015	15:34:15	1441294455
1	2600	-2	78.65	77.11	69.92	34.96	16.53	0.18811	3.9.2015	15:34:16	1441294456
1	2600	-2	78.26	77.17	70.31	35.16	16.53	0.18583	3.9.2015	15:34:18	1441294458
1	2600	-2	78.18	76.48	69.63	35.74	16.51	0.18682	3.9.2015	15:34:19	1441294459
1	2600	-2	78.24	75.81	70.41	35.55	16.52	0.18598	3.9.2015	15:34:20	1441294460
1	2600	-2	78.27	75.62	69.73	36.23	16.49	0.18611	3.9.2015	15:34:21	1441294461
1	2600	-2	78.2	75.45	70.02	35.84	16.54	0.18752	3.9.2015	15:34:22	1441294462
1	2600	-2	78.18	74.98	69.92	35.55	16.51	0.18605	3.9.2015	15:34:23	1441294463
1	2600	-2	78.49	74.23	69.14	35.84	16.54	0.18746	3.9.2015	15:34:25	1441294465
1	2600	-2	78.1	74	69.73	36.23	16.53	0.18568	3.9.2015	15:34:26	1441294466
1	2600	-2	78.2	73.67	69.92	35.55	16.52	0.18479	3.9.2015	15:34:27	1441294467
1	2600	-2	78.29	73.06	70.02	36.82	16.54	0.18644	3.9.2015	15:34:28	1441294468
1	2600	-2	78.09	72.9	69.63	36.23	16.53	0.18585	3.9.2015	15:34:29	1441294469
1	2600	-2	78.14	72.96	69.34	36.33	16.53	0.18683	3.9.2015	15:34:30	1441294470
1	2600	-2	78.01	73.64	69.14	36.04	16.53	0.18809	3.9.2015	15:34:31	1441294471
1	2600	-2	77.82	73.92	69.34	36.52	16.54	0.18695	3.9.2015	15:34:33	1441294473
1	2600	-2	77.99	74.41	69.53	36.23	16.54	0.18694	3.9.2015	15:34:34	1441294474
1	2600	-2	78.16	74.05	69.63	36.62	16.53	0.18711	3.9.2015	15:34:35	1441294475
1	2600	-2	78.09	74.2	69.04	36.62	16.54	0.18772	3.9.2015	15:34:36	1441294476
1	2600	-2	77.89	74.65	69.04	36.33	16.53	0.18792	3.9.2015	15:34:37	1441294477
1	2600	-2	77.85	74.85	69.14	36.82	16.54	0.18763	3.9.2015	15:34:38	1441294478
1	2600	-2	77.71	74.73	69.04	36.82	16.53	0.18703	3.9.2015	15:34:40	1441294480
1	2600	-2	77.95	74.74	68.85	36.72	16.53	0.18649	3.9.2015	15:34:41	1441294481
1	2600	-2	77.79	75.24	68.75	36.62	16.54	0.1862	3.9.2015	15:34:42	1441294482
1	2600	-2	77.9	75.79	69.24	36.91	16.51	0.18661	3.9.2015	15:34:43	1441294483
1	2600	-2	78.05	75.98	68.26	37.11	16.53	0.18799	3.9.2015	15:34:44	1441294484
1	2600	-2	77.71	75.32	68.46	36.72	16.52	0.18775	3.9.2015	15:34:45	1441294485
1	2600	-2	77.42	75.89	68.16	37.11	16.55	0.18885	3.9.2015	15:34:47	1441294487
1	2600	-2	77.75	76.1	68.16	37.01	16.53	0.18783	3.9.2015	15:34:48	1441294488
1	2600	-2	77.57	75.71	68.07	36.82	16.54	0.18672	3.9.2015	15:34:49	1441294489
1	2600	-2	77.71	75.99	68.07	36.91	16.56	0.18746	3.9.2015	15:34:50	1441294490
1	2600	-2	77.52	75.93	68.07	37.01	16.54	0.18623	3.9.2015	15:34:51	1441294491
1	2600	-2	77.34	76.11	67.77	37.01	16.56	0.18631	3.9.2015	15:34:52	1441294492
1	2600	-2	77.29	76.67	68.65	36.91	16.53	0.18713	3.9.2015	15:34:53	1441294493
1	2600	-2	77.43	76.47	67.58	37.21	16.56	0.18767	3.9.2015	15:34:55	1441294495
1	2600	-2	77.45	76.12	67.77	37.01	16.54	0.18797	3.9.2015	15:34:56	1441294496
1	2600	-2	77.48	75.85	67.68	36.91	16.55	0.18657	3.9.2015	15:34:57	1441294497
1	2600	-2	77.21	75.56	66.99	37.5	16.54	0.18652	3.9.2015	15:34:58	1441294498
1	2600	-2	77.14	75.62	67.68	37.6	16.54	0.18849	3.9.2015	15:34:59	1441294499
1	2600	-2	77.05	75.68	66.89	37.3	16.54	0.18708	3.9.2015	15:35:00	1441294500
1	2600	-2	77.15	75.65	66.89	37.3	16.53	0.18794	3.9.2015	15:35:02	1441294502
1	2600	-2	77.13	75.88	67.87	37.6	16.54	0.18806	3.9.2015	15:35:03	1441294503
1	2600	-2	77.09	75.58	67.09	37.21	16.55	0.18706	3.9.2015	15:35:04	1441294504
1	2600	-2	76.93	76.15	66.7	37.4	16.56	0.18679	3.9.2015	15:35:05	1441294505
1	2600	-2	77.04	76.24	66.31	37.79	16.55	0.18696	3.9.2015	15:35:06	1441294506
1	2600	-2	76.84	76.87	67.19	37.89	16.58	0.18687	3.9.2015	15:35:07	1441294507
1	2600	-2	76.71	77.1	66.21	38.09	16.55	0.18733	3.9.2015	15:35:08	1441294508
1	2600	-2	76.9	76.96	66.41	37.79	16.56	0.18794	3.9.2015	15:35:10	1441294510
1	2600	-2	76.87	76.79	66.41	37.6	16.56	0.18792	3.9.2015	15:35:11	1441294511
1	2600	-2	76.55	76.89	66.11	37.99	16.54	0.18602	3.9.2015	15:35:12	1441294512
1	2600	-2	76.44	77.2	66.11	37.4	16.58	0.1866	3.9.2015	15:35:13	1441294513
1	2600	-2	76.71	76.39	66.8	37.11	16.55	0.18617	3.9.2015	15:35:14	1441294514
1	2600	-2	76.46	76.42	66.31	37.89	16.57	0.18701	3.9.2015	15:35:15	1441294515
1	2600	-2	76.47	76.78	65.23	37.7	16.57	0.18823	3.9.2015	15:35:17	1441294517
1	2600	-2	76.38	76.47	65.53	37.5	16.56	0.18682	3.9.2015	15:35:18	1441294518
1	2600	-2	76.26	76.81	66.21	37.99	16.58	0.18842	3.9.2015	15:35:19	1441294519
1	2600	-2	76.48	77.03	65.23	38.09	16.55	0.18856	3.9.2015	15:35:20	1441294520
1	2600	-2	76.24	76.58	66.21	37.99	16.58	0.18706	3.9.2015	15:35:21	1441294521
1	2600	-2	76.12	76.94	65.04	37.89	16.56	0.18796	3.9.2015	15:35:22	1441294522
1	2600	-2	76.06	76.85	65.72	37.99	16.54	0.18716	3.9.2015	15:35:23	1441294523
1	2600	-2	76.07	76.78	65.33	37.11	16.58	0.18744	3.9.2015	15:35:25	1441294525
1	2600	-2	76.1	75.83	64.84	37.99	16.55	0.18774	3.9.2015	15:35:26	1441294526
1	2600	-2	76.14	75.78	64.75	37.89	16.58	0.18837	3.9.2015	15:35:27	1441294527
1	2600	-2	75.98	75.15	64.36	37.01	16.56	0.18823	3.9.2015	15:35:28	1441294528
1	2600	-2	76.06	74.91	65.33	37.5	16.58	0.18807	3.9.2015	15:35:29	1441294529
1	2600	-2	75.81	75.08	64.45	37.7	16.58	0.18727	3.9.2015	15:35:30	1441294530
1	2600	-2	75.94	75.36	64.06	37.5	16.57	0.18604	3.9.2015	15:35:32	1441294532
1	2600	-2	75.69	75.19	64.36	38.18	16.57	0.18968	3.9.2015	15:35:33	1441294533
1	2600	-2	75.91	75.74	64.06	38.09	16.56	0.18791	3.9.2015	15:35:34	1441294534
1	2600	-2	75.83	75.98	63.57	37.5	16.55	0.18793	3.9.2015	15:35:35	1441294535
1	2600	-2	75.62	75.85	64.16	38.28	16.58	0.18674	3.9.2015	15:35:36	1441294536
1	2600	-2	75.73	76.08	63.77	37.89	16.57	0.18658	3.9.2015	15:35:37	1441294537
1	2600	-2	75.62	75.71	63.77	37.89	16.57	0.18718	3.9.2015	15:35:39	1441294539
1	2600	-2	75.7	75.53	63.57	37.99	16.56	0.18763	3.9.2015	15:35:40	1441294540
1	2600	-2	75.87	76.03	63.48	37.99	16.57	0.18742	3.9.2015	15:35:41	1441294541
1	2600	-2	75.56	75.67	63.28	38.28	16.55	0.18659	3.9.2015	15:35:42	1441294542
1	2600	-2	75.47	75.32	62.99	38.28	16.57	0.18709	3.9.2015	15:35:43	1441294543
1	2600	-2	75.45	74.76	63.96	37.6	16.57	0.18669	3.9.2015	15:35:44	1441294544
1	2600	-2	75.71	74.88	63.96	37.99	16.57	0.18704	3.9.2015	15:35:45	1441294545
1	2600	-2	75.72	74.29	62.99	38.09	16.58	0.18681	3.9.2015	15:35:47	1441294547
1	2600	-2	75.4	73.59	62.5	38.57	16.56	0.18625	3.9.2015	15:35:48	1441294548
1	2600	-2	75.69	73.52	62.6	38.09	16.59	0.18815	3.9.2015	15:35:49	1441294549
1	2600	-2	75.3	73.33	62.7	37.99	16.57	0.18753	3.9.2015	15:35:50	1441294550
1	2600	-2	74.95	73.18	62.4	38.28	16.59	0.18931	3.9.2015	15:35:51	1441294551
1	2600	-2	75.08	72.98	62.3	38.18	16.6	0.18805	3.9.2015	15:35:52	1441294552
1	2600	-2	75.15	73.44	62.11	37.99	16.57	0.18654	3.9.2015	15:35:54	1441294554
1	2600	-2	74.86	72.64	62.21	38.38	16.61	0.18751	3.9.2015	15:35:55	1441294555
1	2600	-2	75.01	72.71	62.6	38.18	16.58	0.18873	3.9.2015	15:35:56	1441294556
1	2600	-2	74.9	72.9	62.79	37.89	16.59	0.18816	3.9.2015	15:35:57	1441294557
1	2600	-2	74.97	72.87	62.11	37.7	16.58	0.18727	3.9.2015	15:35:58	1441294558
1	2600	-2	74.97	72.98	62.7	38.09	16.56	0.18878	3.9.2015	15:35:59	1441294559
1	2600	-2	74.81	73.08	61.82	38.09	16.58	0.18922	3.9.2015	15:36:00	1441294560
1	2600	-2	74.57	73	62.11	37.79	16.57	0.18883	3.9.2015	15:36:02	1441294562
1	2600	-2	74.73	73.16	61.82	38.38	16.57	0.18913	3.9.2015	15:36:03	1441294563
1	2600	-2	74.81	73.09	62.6	38.09	16.59	0.18817	3.9.2015	15:36:04	1441294564
1	2600	-2	74.59	73.35	61.52	38.87	16.59	0.18794	3.9.2015	15:36:05	1441294565
1	2600	-2	74.72	73.37	62.6	37.99	16.59	0.18903	3.9.2015	15:36:06	1441294566
1	2600	-2	74.59	73.23	61.04	37.99	16.62	0.18891	3.9.2015	15:36:07	1441294567
1	2600	-2	74.58	73.23	61.43	38.28	16.58	0.18893	3.9.2015	15:36:09	1441294569
1	2600	-2	74.58	72.85	61.33	38.96	16.6	0.18869	3.9.2015	15:36:10	1441294570
1	2600	-2	74.64	73.37	61.13	38.48	16.61	0.18858	3.9.2015	15:36:11	1441294571
1	2600	-2	74.13	73.43	61.04	38.87	16.6	0.188	3.9.2015	15:36:12	1441294572
1	2600	-2	74.28	73.81	60.74	38.09	16.62	0.18821	3.9.2015	15:36:13	1441294573
1	2600	-2	74.25	73.36	60.74	38.67	16.61	0.18782	3.9.2015	15:36:14	1441294574
1	2600	-2	74.43	73.03	60.55	38.38	16.6	0.18844	3.9.2015	15:36:16	1441294576
1	2600	-2	74.19	72.84	61.52	38.57	16.61	0.18861	3.9.2015	15:36:17	1441294577
1	2600	-2	74.27	72.75	60.74	38.48	16.59	0.18832	3.9.2015	15:36:18	1441294578
1	2600	-2	74.3	72.51	61.13	38.77	16.61	0.18936	3.9.2015	15:36:19	1441294579
1	2600	-2	74.24	72.78	61.13	38.28	16.62	0.18873	3.9.2015	15:36:20	1441294580
1	2600	-2	74.08	73.33	60.16	38.38	16.61	0.18838	3.9.2015	15:36:21	1441294581
1	2600	-2	74.08	74.3	60.06	38.28	16.6	0.18856	3.9.2015	15:36:22	1441294582
1	2600	-2	74.04	74.59	60.25	38.77	16.6	0.18779	3.9.2015	15:36:24	1441294584
1	2600	-2	73.99	74.29	60.35	38.57	16.64	0.18839	3.9.2015	15:36:25	1441294585
1	2600	-2	73.93	74.02	59.57	38.87	16.62	0.18788	3.9.2015	15:36:26	1441294586
1	2600	-2	73.75	74.33	60.35	38.67	16.66	0.18819	3.9.2015	15:36:27	1441294587
1	2600	-2	74.01	74.56	59.96	38.96	16.65	0.18986	3.9.2015	15:36:28	1441294588
1	2600	-2	73.84	74.78	60.06	38.28	16.6	0.18905	3.9.2015	15:36:29	1441294589
1	2600	-2	73.76	74.03	59.86	38.67	16.65	0.18872	3.9.2015	15:36:31	1441294591
1	2600	-2	73.75	73.33	59.67	38.77	16.63	0.18913	3.9.2015	15:36:32	1441294592
1	2600	-2	73.72	73.79	60.06	39.16	16.64	0.18814	3.9.2015	15:36:33	1441294593
1	2600	-2	73.7	73.8	59.96	38.96	16.65	0.18749	3.9.2015	15:36:34	1441294594
1	2600	-2	73.74	74.05	59.67	38.96	16.62	0.18808	3.9.2015	15:36:35	1441294595
1	2600	-2	73.65	74.3	59.38	38.87	16.65	0.1873	3.9.2015	15:36:36	1441294596
1	2600	-2	73.59	73.7	59.67	38.57	16.65	0.18791	3.9.2015	15:36:37	1441294597
1	2600	-2	73.44	73.83	59.18	38.57	16.61	0.1873	3.9.2015	15:36:39	1441294599
1	2600	-2	73.56	73.77	59.77	38.87	16.64	0.18816	3.9.2015	15:36:40	1441294600
1	2600	-2	73.35	73.45	59.08	38.67	16.61	0.18718	3.9.2015	15:36:41	1441294601
1	2600	-2	73.46	72.99	58.89	38.67	16.62	0.18782	3.9.2015	15:36:42	1441294602
1	2600	-2	73.69	72.84	59.08	39.26	16.64	0.1877	3.9.2015	15:36:43	1441294603
1	2600	-2	73.38	72.42	59.08	39.26	16.63	0.18814	3.9.2015	15:36:44	1441294604
1	2600	-2	73.27	71.95	58.98	38.48	16.66	0.18883	3.9.2015	15:36:46	1441294606
1	2600	-2	73.15	71.09	58.4	38.67	16.65	0.18786	3.9.2015	15:36:47	1441294607
1	2600	-2	73.17	70.66	59.47	38.87	16.65	0.18821	3.9.2015	15:36:48	1441294608
1	2600	-2	73.14	70.46	58.79	38.28	16.66	0.18818	3.9.2015	15:36:49	1441294609
1	2600	-2	73.1	69.95	58.01	38.87	16.65	0.18688	3.9.2015	15:36:50	1441294610
1	2600	-2	73.26	70.43	58.4	38.38	16.69	0.18809	3.9.2015	15:36:51	1441294611
1	2600	-2	73.12	71.23	58.11	38.87	16.68	0.18724	3.9.2015	15:36:53	1441294613
1	2600	-2	72.94	71.03	58.11	38.67	16.68	0.18786	3.9.2015	15:36:54	1441294614
1	2600	-2	72.73	71.04	57.81	39.26	16.68	0.1877	3.9.2015	15:36:55	1441294615
1	2600	-2	72.82	71.62	58.4	38.77	16.65	0.18861	3.9.2015	15:36:56	1441294616
1	2600	-2	72.87	71.76	58.3	39.06	16.66	0.18764	3.9.2015	15:36:57	1441294617
1	2600	-2	72.88	71.7	58.69	39.16	16.65	0.18785	3.9.2015	15:36:58	1441294618
1	2600	-2	72.82	71.28	58.5	39.16	16.64	0.18639	3.9.2015	15:36:59	1441294619
1	2600	-2	72.78	71.06	57.91	38.38	16.67	0.18759	3.9.2015	15:37:01	1441294621
1	2600	-2	72.93	70.41	58.4	39.26	16.65	0.18758	3.9.2015	15:37:02	1441294622
1	2600	-2	72.69	70.3	57.23	38.67	16.66	0.18745	3.9.2015	15:37:03	1441294623
1	2600	-2	72.92	70.2	57.71	38.77	16.68	0.18712	3.9.2015	15:37:04	1441294624
1	2600	-2	72.68	69.86	57.62	38.96	16.65	0.187	3.9.2015	15:37:05	1441294625
1	2600	-2	72.81	69.71	58.3	39.36	16.68	0.18808	3.9.2015	15:37:06	1441294626
1	2600	-2	72.8	69.76	57.42	39.55	16.68	0.187	3.9.2015	15:37:08	1441294628
1	2600	-2	72.6	69.96	57.71	38.87	16.65	0.1882	3.9.2015	15:37:09	1441294629
1	2600	-2	72.61	69.94	57.32	39.36	16.7	0.1886	3.9.2015	15:37:10	1441294630
1	2600	-2	72.47	69.98	57.32	38.87	16.67	0.18642	3.9.2015	15:37:11	1441294631
1	2600	-2	72.37	69.66	57.13	39.36	16.66	0.18873	3.9.2015	15:37:12	1441294632
1	2600	-2	72.62	69.83	57.52	39.36	16.71	0.18664	3.9.2015	15:37:13	1441294633
1	2600	-2	72.29	70.21	57.91	40.23	16.66	0.18729	3.9.2015	15:37:14	1441294634
1	2600	-2	72.45	70.02	56.64	39.16	16.69	0.18915	3.9.2015	15:37:16	1441294636
1	2600	-2	72.42	70.22	56.84	39.55	16.68	0.18768	3.9.2015	15:37:17	1441294637
1	2600	-2	72.29	70.3	56.64	39.16	16.65	0.18752	3.9.2015	15:37:18	1441294638
1	2600	-2	72.7	70.5	56.15	38.77	16.7	0.18781	3.9.2015	15:37:19	1441294639
1	2600	-2	72.1	70.36	56.74	40.23	16.65	0.18814	3.9.2015	15:37:20	1441294640
1	2600	-2	72.05	70.61	56.05	38.87	16.68	0.1895	3.9.2015	15:37:21	1441294641
1	2600	-2	72.43	70.81	56.93	38.67	16.69	0.18797	3.9.2015	15:37:23	1441294643
1	2600	-2	72.11	71.07	56.54	38.87	16.66	0.18782	3.9.2015	15:37:24	1441294644
1	2600	-2	72.19	71.34	56.64	39.84	16.69	0.18817	3.9.2015	15:37:25	1441294645
1	2600	-2	72.32	71.45	56.64	39.26	16.68	0.18864	3.9.2015	15:37:26	1441294646
1	2600	-2	72.18	72.03	56.15	39.55	16.68	0.18775	3.9.2015	15:37:27	1441294647
1	2600	-2	71.99	71.81	56.35	39.45	16.71	0.18772	3.9.2015	15:37:28	1441294648
1	2600	-2	71.96	72.22	56.25	38.77	16.69	0.18766	3.9.2015	15:37:30	1441294650
1	2600	-2	72.14	72.6	56.25	38.96	16.69	0.1879	3.9.2015	15:37:31	1441294651
1	2600	-2	71.98	72.54	56.25	39.16	16.71	0.1878	3.9.2015	15:37:32	1441294652
1	2600	-2	72.11	72.9	56.25	39.06	16.69	0.18718	3.9.2015	15:37:33	1441294653
1	2600	-2	72.05	72.82	56.35	39.06	16.72	0.18875	3.9.2015	15:37:34	1441294654
1	2600	-2	72.29	72.56	55.47	39.26	16.73	0.18789	3.9.2015	15:37:35	1441294655
1	2600	-2	71.89	72.01	56.54	39.65	16.71	0.18852	3.9.2015	15:37:36	1441294656
1	2600	-2	71.82	71.86	55.47	39.16	16.68	0.18826	3.9.2015	15:37:38	1441294658
1	2600	-2	71.79	71.92	55.86	39.65	16.7	0.18721	3.9.2015	15:37:39	1441294659
1	2600	-2	71.67	71.93	56.05	39.26	16.7	0.1872	3.9.2015	15:37:40	1441294660
1	2600	-2	71.9	72.11	56.15	39.26	16.67	0.18882	3.9.2015	15:37:41	1441294661
1	2600	-2	71.92	71.88	55.76	40.04	16.68	0.18847	3.9.2015	15:37:42	1441294662
1	2600	-2	71.87	71.23	55.66	39.26	16.71	0.18736	3.9.2015	15:37:43	1441294663
1	2600	-2	71.83	70.83	55.57	39.45	16.69	0.18816	3.9.2015	15:37:45	1441294665
1	2600	-2	71.64	71.16	55.66	38.96	16.68	0.18909	3.9.2015	15:37:46	1441294666
1	2600	-2	71.43	71.58	55.37	39.84	16.71	0.18861	3.9.2015	15:37:47	1441294667
1	2600	-2	71.68	71.79	55.57	39.55	16.71	0.18793	3.9.2015	15:37:48	1441294668
1	2600	-2	71.62	71.75	55.37	39.94	16.71	0.1881	3.9.2015	15:37:49	1441294669
1	2600	-2	71.81	71.58	55.96	39.94	16.72	0.18845	3.9.2015	15:37:50	1441294670
1	2600	-2	71.62	71.39	54.79	39.16	16.74	0.18778	3.9.2015	15:37:51	1441294671
1	2600	-2	71.41	71.75	55.37	39.84	16.71	0.18798	3.9.2015	15:37:53	1441294673
1	2600	-2	71.33	71.76	54.79	39.16	16.7	0.18935	3.9.2015	15:37:54	1441294674
1	2600	-2	71.33	72.15	55.18	39.84	16.72	0.18852	3.9.2015	15:37:55	1441294675
1	2600	-2	71.56	72.38	55.08	39.65	16.72	0.1882	3.9.2015	15:37:56	1441294676
1	2600	-2	71.21	72.51	54.98	39.45	16.71	0.18865	3.9.2015	15:37:57	1441294677
1	2600	-2	71.06	72.44	55.08	39.55	16.7	0.18796	3.9.2015	15:37:58	1441294678
1	2600	-2	71.14	71.91	54.59	40.14	16.74	0.18726	3.9.2015	15:38:00	1441294680
1	2600	-2	71.29	71.46	54.98	39.45	16.71	0.18946	3.9.2015	15:38:01	1441294681
1	2600	-2	71.13	70.92	54.88	39.16	16.7	0.18922	3.9.2015	15:38:02	1441294682
1	2600	-2	71.34	71.13	54.49	39.26	16.72	0.18752	3.9.2015	15:38:03	1441294683
1	2600	-2	71.06	70.57	54.79	39.65	16.74	0.18782	3.9.2015	15:38:04	1441294684
1	2600	-2	70.91	70.94	55.08	40.33	16.72	0.18699	3.9.2015	15:38:05	1441294685
1	2600	-2	71.16	70.97	55.08	39.36	16.72	0.1884	3.9.2015	15:38:06	1441294686
1	2600	-2	71.14	70.99	54.88	40.23	16.73	0.18858	3.9.2015	15:38:08	1441294688
1	2600	-2	70.95	70.88	54.3	40.14	16.72	0.18812	3.9.2015	15:38:09	1441294689
1	2600	-2	71.01	70.45	54.3	39.75	16.71	0.18887	3.9.2015	15:38:10	1441294690
1	2600	-2	71.04	70.33	54.3	40.23	16.75	0.18932	3.9.2015	15:38:11	1441294691
1	2600	-2	71.01	70.69	54.3	39.65	16.73	0.18852	3.9.2015	15:38:12	1441294692
1	2600	-2	70.96	70.63	53.71	39.75	16.67	0.1886	3.9.2015	15:38:13	1441294693
1	2600	-2	70.66	70.2	54.79	40.23	16.73	0.18904	3.9.2015	15:38:15	1441294695
1	2600	-2	70.6	70.18	54.49	39.84	16.74	0.18725	3.9.2015	15:38:16	1441294696
1	2600	-2	70.62	69.98	54.39	39.75	16.73	0.18871	3.9.2015	15:38:17	1441294697
