temperature_bottom, temperature_top, temperature_spiral_middle_outlet, temperature_spiral_edge_outlet, voltage, current, European_standard_time_date, European_standard_time_of_day, time_t 
73.35, 74.48, 35.16, 37.79, 16.49, 0.18837, 3.9.2015 12:46:18, 1441284378, 
73.67, 75.17, 34.47, 37.79, 16.50, 0.18840, 3.9.2015 12:46:19, 1441284379, 
73.87, 75.13, 34.57, 37.40, 16.49, 0.18927, 3.9.2015 12:46:21, 1441284381, 
73.51, 75.10, 34.47, 38.28, 16.51, 0.19030, 3.9.2015 12:46:22, 1441284382, 
73.65, 74.80, 34.86, 37.60, 16.50, 0.18971, 3.9.2015 12:46:23, 1441284383, 
73.68, 74.49, 35.06, 37.79, 16.51, 0.18778, 3.9.2015 12:46:24, 1441284384, 
73.65, 74.61, 35.16, 38.18, 16.51, 0.19004, 3.9.2015 12:46:25, 1441284385, 
73.42, 74.73, 34.47, 37.50, 16.51, 0.18957, 3.9.2015 12:46:26, 1441284386, 
73.69, 74.72, 34.86, 37.40, 16.52, 0.18905, 3.9.2015 12:46:27, 1441284387, 
73.51, 74.37, 34.86, 37.60, 16.44, 0.18707, 3.9.2015 12:46:29, 1441284389, 
73.67, 74.73, 35.06, 37.79, 16.49, 0.18816, 3.9.2015 12:46:30, 1441284390, 
73.70, 75.17, 34.67, 38.28, 16.48, 0.18841, 3.9.2015 12:46:31, 1441284391, 
73.62, 75.33, 35.06, 37.50, 16.50, 0.18780, 3.9.2015 12:46:32, 1441284392, 
73.59, 75.61, 34.77, 37.70, 16.42, 0.18792, 3.9.2015 12:46:33, 1441284393, 
73.82, 76.02, 35.16, 37.60, 16.48, 0.18890, 3.9.2015 12:46:34, 1441284394, 
73.97, 76.35, 34.67, 37.89, 16.47, 0.18677, 3.9.2015 12:46:36, 1441284396, 
73.86, 76.05, 34.28, 37.50, 16.51, 0.18763, 3.9.2015 12:46:37, 1441284397, 
73.75, 75.81, 34.57, 37.89, 16.50, 0.18896, 3.9.2015 12:46:38, 1441284398, 
73.80, 75.67, 34.67, 37.50, 16.47, 0.18813, 3.9.2015 12:46:39, 1441284399, 
73.80, 75.88, 34.67, 37.50, 16.50, 0.18923, 3.9.2015 12:46:40, 1441284400, 
73.81, 76.04, 34.96, 37.30, 16.49, 0.18964, 3.9.2015 12:46:41, 1441284401, 
73.86, 75.88, 34.57, 37.89, 16.53, 0.18872, 3.9.2015 12:46:43, 1441284403, 
73.78, 75.69, 34.96, 38.09, 16.49, 0.18817, 3.9.2015 12:46:44, 1441284404, 
73.73, 75.62, 34.77, 37.70, 16.50, 0.18836, 3.9.2015 12:46:45, 1441284405, 
73.88, 74.00, 34.67, 37.89, 16.48, 0.18899, 3.9.2015 12:46:46, 1441284406, 
73.81, 74.07, 34.86, 37.30, 16.49, 0.18819, 3.9.2015 12:46:47, 1441284407, 
73.71, 73.80, 34.77, 37.60, 16.50, 0.18933, 3.9.2015 12:46:48, 1441284408, 
73.92, 73.87, 34.57, 37.21, 16.48, 0.18874, 3.9.2015 12:46:49, 1441284409, 
73.89, 74.06, 34.77, 37.40, 16.50, 0.18992, 3.9.2015 12:46:51, 1441284411, 
73.84, 73.83, 34.86, 37.01, 16.47, 0.18835, 3.9.2015 12:46:52, 1441284412, 
74.10, 74.37, 34.77, 37.79, 16.49, 0.18736, 3.9.2015 12:46:53, 1441284413, 
73.94, 74.32, 34.28, 37.21, 16.48, 0.18817, 3.9.2015 12:46:54, 1441284414, 
73.66, 74.39, 34.38, 37.70, 16.48, 0.18864, 3.9.2015 12:46:55, 1441284415, 
73.97, 74.69, 34.96, 37.60, 16.51, 0.18839, 3.9.2015 12:46:56, 1441284416, 
74.09, 74.41, 34.86, 37.40, 16.49, 0.18819, 3.9.2015 12:46:58, 1441284418, 
74.00, 75.04, 34.47, 37.89, 16.47, 0.18768, 3.9.2015 12:46:59, 1441284419, 
73.81, 75.34, 34.28, 37.30, 16.47, 0.18879, 3.9.2015 12:47:0, 1441284420, 
73.82, 74.75, 34.47, 37.70, 16.51, 0.18843, 3.9.2015 12:47:1, 1441284421, 
73.94, 74.58, 34.47, 37.21, 16.49, 0.18745, 3.9.2015 12:47:2, 1441284422, 
73.87, 74.82, 34.57, 37.50, 16.51, 0.18811, 3.9.2015 12:47:3, 1441284423, 
74.06, 74.84, 34.28, 37.60, 16.47, 0.18861, 3.9.2015 12:47:4, 1441284424, 
74.06, 75.12, 34.28, 37.89, 16.49, 0.18941, 3.9.2015 12:47:6, 1441284426, 
74.10, 75.32, 34.28, 37.21, 16.49, 0.18734, 3.9.2015 12:47:7, 1441284427, 
74.12, 75.24, 34.38, 37.30, 16.48, 0.18900, 3.9.2015 12:47:8, 1441284428, 
74.01, 75.13, 34.86, 37.79, 16.48, 0.18925, 3.9.2015 12:47:9, 1441284429, 
74.08, 75.21, 34.08, 37.50, 16.46, 0.18848, 3.9.2015 12:47:10, 1441284430, 
73.92, 75.02, 34.67, 37.40, 16.50, 0.18725, 3.9.2015 12:47:11, 1441284431, 
73.94, 75.10, 34.96, 37.21, 16.46, 0.18756, 3.9.2015 12:47:13, 1441284433, 
74.12, 75.00, 34.47, 37.30, 16.48, 0.18669, 3.9.2015 12:47:14, 1441284434, 
74.10, 74.96, 34.77, 37.21, 16.47, 0.18839, 3.9.2015 12:47:15, 1441284435, 
74.15, 74.23, 34.08, 37.40, 16.48, 0.18777, 3.9.2015 12:47:16, 1441284436, 
74.38, 74.06, 34.77, 37.40, 16.50, 0.19016, 3.9.2015 12:47:17, 1441284437, 
74.29, 74.13, 34.67, 37.30, 16.47, 0.18906, 3.9.2015 12:47:18, 1441284438, 
74.15, 73.93, 34.77, 36.91, 16.49, 0.18841, 3.9.2015 12:47:19, 1441284439, 
74.01, 74.07, 34.67, 37.21, 16.47, 0.18752, 3.9.2015 12:47:21, 1441284441, 
74.18, 74.08, 34.08, 37.50, 16.50, 0.18920, 3.9.2015 12:47:22, 1441284442, 
74.06, 73.52, 34.28, 37.79, 16.48, 0.18808, 3.9.2015 12:47:23, 1441284443, 
74.29, 73.21, 34.08, 37.01, 16.49, 0.18805, 3.9.2015 12:47:24, 1441284444, 
74.19, 73.58, 34.57, 37.60, 16.46, 0.18838, 3.9.2015 12:47:25, 1441284445, 
74.08, 73.82, 34.18, 37.21, 16.50, 0.18883, 3.9.2015 12:47:26, 1441284446, 
74.15, 73.40, 34.38, 37.60, 16.47, 0.18821, 3.9.2015 12:47:28, 1441284448, 
74.32, 74.10, 34.18, 37.21, 16.48, 0.18786, 3.9.2015 12:47:29, 1441284449, 
74.16, 73.97, 34.47, 37.21, 16.47, 0.18645, 3.9.2015 12:47:30, 1441284450, 
74.07, 73.94, 34.08, 36.82, 16.48, 0.18877, 3.9.2015 12:47:31, 1441284451, 
74.32, 73.83, 34.18, 37.40, 16.48, 0.18780, 3.9.2015 12:47:32, 1441284452, 
74.37, 73.82, 34.38, 37.21, 16.47, 0.18800, 3.9.2015 12:47:33, 1441284453, 
74.42, 74.31, 34.08, 37.79, 16.48, 0.18943, 3.9.2015 12:47:35, 1441284455, 
74.17, 74.66, 34.08, 37.11, 16.47, 0.18764, 3.9.2015 12:47:36, 1441284456, 
74.37, 74.23, 34.47, 37.21, 16.50, 0.18764, 3.9.2015 12:47:37, 1441284457, 
74.27, 74.59, 34.08, 37.50, 16.47, 0.18758, 3.9.2015 12:47:38, 1441284458, 
74.29, 74.59, 34.28, 37.60, 16.50, 0.18860, 3.9.2015 12:47:39, 1441284459, 
74.25, 74.43, 33.98, 37.01, 16.47, 0.18914, 3.9.2015 12:47:40, 1441284460, 
74.19, 74.56, 34.28, 37.01, 16.48, 0.18869, 3.9.2015 12:47:41, 1441284461, 
74.34, 74.51, 34.28, 37.50, 16.49, 0.18846, 3.9.2015 12:47:43, 1441284463, 
74.41, 74.62, 34.18, 37.01, 16.49, 0.18816, 3.9.2015 12:47:44, 1441284464, 
74.33, 74.88, 33.98, 37.21, 16.50, 0.18881, 3.9.2015 12:47:45, 1441284465, 
74.14, 74.81, 34.67, 37.30, 16.47, 0.18885, 3.9.2015 12:47:46, 1441284466, 
74.19, 74.39, 34.38, 37.11, 16.49, 0.18841, 3.9.2015 12:47:47, 1441284467, 
74.35, 73.79, 33.79, 37.50, 16.42, 0.18796, 3.9.2015 12:47:48, 1441284468, 
74.36, 73.34, 34.08, 37.50, 16.49, 0.18896, 3.9.2015 12:47:50, 1441284470, 
74.28, 73.07, 34.38, 36.91, 16.47, 0.18934, 3.9.2015 12:47:51, 1441284471, 
74.54, 72.96, 33.89, 37.30, 16.46, 0.18981, 3.9.2015 12:47:52, 1441284472, 
74.46, 73.39, 34.08, 37.30, 16.48, 0.18932, 3.9.2015 12:47:53, 1441284473, 
74.44, 73.67, 33.79, 37.21, 16.46, 0.18935, 3.9.2015 12:47:54, 1441284474, 
74.42, 74.11, 33.89, 37.30, 16.48, 0.18805, 3.9.2015 12:47:55, 1441284475, 
74.40, 74.03, 34.57, 36.91, 16.49, 0.18923, 3.9.2015 12:47:56, 1441284476, 
74.54, 74.12, 34.08, 37.11, 16.47, 0.18966, 3.9.2015 12:47:58, 1441284478, 
74.42, 74.21, 34.28, 37.50, 16.50, 0.18903, 3.9.2015 12:47:59, 1441284479, 
74.57, 75.10, 34.47, 37.01, 16.47, 0.18804, 3.9.2015 12:48:0, 1441284480, 
74.64, 75.23, 33.89, 37.40, 16.49, 0.18878, 3.9.2015 12:48:1, 1441284481, 
74.43, 75.11, 33.98, 37.50, 16.48, 0.18929, 3.9.2015 12:48:2, 1441284482, 
74.52, 75.01, 34.18, 37.30, 16.48, 0.18950, 3.9.2015 12:48:3, 1441284483, 
74.21, 75.03, 33.69, 37.30, 16.51, 0.19023, 3.9.2015 12:48:5, 1441284485, 
74.54, 75.37, 34.28, 37.40, 16.48, 0.18995, 3.9.2015 12:48:6, 1441284486, 
74.63, 75.81, 33.69, 37.40, 16.50, 0.18944, 3.9.2015 12:48:7, 1441284487, 
74.43, 75.32, 33.89, 37.01, 16.48, 0.19001, 3.9.2015 12:48:8, 1441284488, 
74.62, 74.95, 33.98, 36.91, 16.47, 0.18993, 3.9.2015 12:48:9, 1441284489, 
74.74, 75.13, 33.98, 37.01, 16.49, 0.18879, 3.9.2015 12:48:10, 1441284490, 
74.78, 75.37, 34.28, 36.52, 16.46, 0.18997, 3.9.2015 12:48:12, 1441284492, 
74.58, 75.35, 33.98, 36.91, 16.47, 0.18924, 3.9.2015 12:48:13, 1441284493, 
74.59, 75.84, 33.79, 37.50, 16.47, 0.18950, 3.9.2015 12:48:14, 1441284494, 
74.81, 75.62, 33.89, 37.50, 16.46, 0.19034, 3.9.2015 12:48:15, 1441284495, 
74.38, 75.85, 33.79, 37.21, 16.48, 0.18889, 3.9.2015 12:48:16, 1441284496, 
74.62, 75.37, 34.28, 36.72, 16.48, 0.18948, 3.9.2015 12:48:17, 1441284497, 
74.63, 74.43, 33.98, 37.40, 16.49, 0.19003, 3.9.2015 12:48:18, 1441284498, 
74.85, 74.43, 33.79, 37.11, 16.48, 0.19070, 3.9.2015 12:48:20, 1441284500, 
74.74, 74.78, 33.98, 37.11, 16.47, 0.18918, 3.9.2015 12:48:21, 1441284501, 
74.61, 74.01, 33.69, 37.30, 16.49, 0.18915, 3.9.2015 12:48:22, 1441284502, 
74.75, 73.85, 33.69, 37.01, 16.46, 0.18987, 3.9.2015 12:48:23, 1441284503, 
74.84, 73.58, 34.08, 37.21, 16.48, 0.18751, 3.9.2015 12:48:24, 1441284504, 
74.77, 73.47, 34.08, 37.40, 16.49, 0.18849, 3.9.2015 12:48:25, 1441284505, 
74.76, 73.61, 33.50, 37.11, 16.46, 0.18878, 3.9.2015 12:48:27, 1441284507, 
75.05, 73.06, 33.98, 36.72, 16.45, 0.18838, 3.9.2015 12:48:28, 1441284508, 
74.79, 73.49, 34.18, 37.11, 16.43, 0.18863, 3.9.2015 12:48:29, 1441284509, 
74.79, 73.29, 33.69, 36.62, 16.45, 0.18950, 3.9.2015 12:48:30, 1441284510, 
74.83, 73.91, 34.08, 36.62, 16.44, 0.18824, 3.9.2015 12:48:31, 1441284511, 
74.67, 73.41, 34.18, 37.30, 16.44, 0.18806, 3.9.2015 12:48:32, 1441284512, 
74.78, 73.11, 33.30, 37.40, 16.45, 0.19017, 3.9.2015 12:48:33, 1441284513, 
74.96, 73.28, 33.69, 36.62, 16.43, 0.18824, 3.9.2015 12:48:35, 1441284515, 
74.94, 73.35, 33.98, 36.72, 16.46, 0.18885, 3.9.2015 12:48:36, 1441284516, 
75.01, 74.04, 33.89, 37.40, 16.46, 0.18916, 3.9.2015 12:48:37, 1441284517, 
74.77, 73.71, 33.50, 36.52, 16.48, 0.18834, 3.9.2015 12:48:38, 1441284518, 
74.80, 73.86, 33.69, 36.82, 16.45, 0.19039, 3.9.2015 12:48:39, 1441284519, 
74.93, 73.78, 33.69, 36.62, 16.47, 0.18932, 3.9.2015 12:48:40, 1441284520, 
75.06, 73.90, 33.79, 36.82, 16.45, 0.18887, 3.9.2015 12:48:42, 1441284522, 
74.84, 73.71, 33.50, 36.52, 16.45, 0.18885, 3.9.2015 12:48:43, 1441284523, 
74.71, 73.68, 33.69, 37.21, 16.46, 0.18830, 3.9.2015 12:48:44, 1441284524, 
74.89, 73.28, 33.50, 37.11, 16.45, 0.18777, 3.9.2015 12:48:45, 1441284525, 
74.96, 73.42, 33.89, 36.82, 16.45, 0.18846, 3.9.2015 12:48:46, 1441284526, 
75.13, 73.59, 33.01, 36.82, 16.43, 0.18973, 3.9.2015 12:48:47, 1441284527, 
75.10, 73.74, 33.11, 37.21, 16.43, 0.18970, 3.9.2015 12:48:48, 1441284528, 
74.93, 74.11, 33.30, 37.30, 16.42, 0.19043, 3.9.2015 12:48:50, 1441284530, 
75.06, 74.55, 34.38, 37.21, 16.41, 0.18944, 3.9.2015 12:48:51, 1441284531, 
75.19, 74.39, 33.11, 36.91, 16.42, 0.18943, 3.9.2015 12:48:52, 1441284532, 
75.14, 74.92, 33.40, 37.01, 16.40, 0.18918, 3.9.2015 12:48:53, 1441284533, 
75.37, 75.08, 33.50, 36.72, 16.43, 0.18945, 3.9.2015 12:48:54, 1441284534, 
75.28, 75.14, 33.98, 37.11, 16.42, 0.18835, 3.9.2015 12:48:55, 1441284535, 
75.18, 74.71, 33.89, 36.52, 16.41, 0.18876, 3.9.2015 12:48:57, 1441284537, 
74.97, 74.49, 33.98, 36.43, 16.42, 0.18911, 3.9.2015 12:48:58, 1441284538, 
75.13, 75.00, 33.98, 37.21, 16.40, 0.18917, 3.9.2015 12:48:59, 1441284539, 
75.11, 74.09, 33.98, 36.91, 16.42, 0.18885, 3.9.2015 12:49:0, 1441284540, 
75.05, 74.85, 33.79, 36.62, 16.41, 0.18870, 3.9.2015 12:49:1, 1441284541, 
75.17, 74.50, 33.89, 36.82, 16.41, 0.18995, 3.9.2015 12:49:2, 1441284542, 
75.12, 74.37, 33.40, 36.82, 16.42, 0.18812, 3.9.2015 12:49:4, 1441284544, 
75.11, 74.58, 33.59, 37.11, 16.41, 0.18840, 3.9.2015 12:49:5, 1441284545, 
75.17, 74.52, 33.69, 36.91, 16.42, 0.18817, 3.9.2015 12:49:6, 1441284546, 
75.09, 74.21, 33.79, 36.82, 16.40, 0.18884, 3.9.2015 12:49:7, 1441284547, 
75.15, 73.79, 33.69, 37.21, 16.40, 0.18777, 3.9.2015 12:49:8, 1441284548, 
75.20, 73.97, 33.69, 36.82, 16.39, 0.18919, 3.9.2015 12:49:9, 1441284549, 
75.46, 74.15, 33.40, 36.72, 16.41, 0.18738, 3.9.2015 12:49:10, 1441284550, 
75.42, 73.69, 33.30, 36.43, 16.40, 0.18855, 3.9.2015 12:49:12, 1441284552, 
75.17, 73.54, 33.59, 36.72, 16.38, 0.18896, 3.9.2015 12:49:13, 1441284553, 
75.35, 73.81, 33.69, 36.91, 16.40, 0.18829, 3.9.2015 12:49:14, 1441284554, 
75.27, 73.83, 33.40, 36.43, 16.38, 0.18923, 3.9.2015 12:49:15, 1441284555, 
75.36, 73.99, 33.79, 37.01, 16.42, 0.18766, 3.9.2015 12:49:16, 1441284556, 
75.18, 74.05, 33.69, 36.91, 16.39, 0.18889, 3.9.2015 12:49:17, 1441284557, 
75.37, 74.38, 33.59, 36.82, 16.43, 0.18859, 3.9.2015 12:49:19, 1441284559, 
75.21, 74.08, 33.40, 36.91, 16.40, 0.18938, 3.9.2015 12:49:20, 1441284560, 
75.18, 74.71, 33.59, 36.62, 16.43, 0.18744, 3.9.2015 12:49:21, 1441284561, 
75.36, 74.12, 33.11, 36.62, 16.39, 0.18779, 3.9.2015 12:49:22, 1441284562, 
75.49, 74.25, 33.40, 37.11, 16.42, 0.18920, 3.9.2015 12:49:23, 1441284563, 
75.47, 74.30, 33.30, 36.62, 16.40, 0.18849, 3.9.2015 12:49:24, 1441284564, 
75.50, 74.68, 33.59, 36.72, 16.42, 0.18921, 3.9.2015 12:49:25, 1441284565, 
75.37, 75.65, 33.59, 36.91, 16.41, 0.18970, 3.9.2015 12:49:27, 1441284567, 
75.28, 75.82, 33.50, 36.91, 16.39, 0.18947, 3.9.2015 12:49:28, 1441284568, 
75.43, 75.97, 33.11, 36.91, 16.41, 0.18936, 3.9.2015 12:49:29, 1441284569, 
75.58, 75.85, 33.59, 36.72, 16.39, 0.18886, 3.9.2015 12:49:30, 1441284570, 
75.59, 75.58, 32.91, 36.62, 16.41, 0.18865, 3.9.2015 12:49:31, 1441284571, 
75.45, 75.00, 32.91, 36.62, 16.38, 0.18972, 3.9.2015 12:49:32, 1441284572, 
75.44, 74.61, 33.40, 36.04, 16.40, 0.18848, 3.9.2015 12:49:34, 1441284574, 
75.40, 74.23, 33.40, 36.72, 16.38, 0.18918, 3.9.2015 12:49:35, 1441284575, 
75.35, 74.06, 33.50, 36.72, 16.41, 0.18889, 3.9.2015 12:49:36, 1441284576, 
75.57, 74.32, 33.50, 37.30, 16.41, 0.18970, 3.9.2015 12:49:37, 1441284577, 
75.50, 74.73, 33.30, 36.72, 16.40, 0.18880, 3.9.2015 12:49:38, 1441284578, 
75.50, 75.26, 33.50, 36.33, 16.41, 0.18899, 3.9.2015 12:49:39, 1441284579, 
75.53, 75.61, 33.11, 36.91, 16.38, 0.18957, 3.9.2015 12:49:40, 1441284580, 
75.54, 75.33, 32.91, 36.91, 16.42, 0.18846, 3.9.2015 12:49:42, 1441284582, 
75.62, 74.81, 33.79, 36.91, 16.40, 0.18911, 3.9.2015 12:49:43, 1441284583, 
75.60, 75.64, 33.30, 36.91, 16.40, 0.18814, 3.9.2015 12:49:44, 1441284584, 
75.53, 74.88, 33.11, 36.72, 16.44, 0.18911, 3.9.2015 12:49:45, 1441284585, 
75.61, 75.50, 33.11, 36.33, 16.41, 0.18769, 3.9.2015 12:49:46, 1441284586, 
75.61, 75.86, 33.50, 36.52, 16.42, 0.18870, 3.9.2015 12:49:47, 1441284587, 
75.80, 76.36, 33.40, 36.62, 16.39, 0.18847, 3.9.2015 12:49:49, 1441284589, 
75.68, 76.61, 33.30, 36.43, 16.40, 0.18922, 3.9.2015 12:49:50, 1441284590, 
75.51, 77.32, 33.40, 36.82, 16.41, 0.18838, 3.9.2015 12:49:51, 1441284591, 
75.57, 77.20, 33.40, 36.33, 16.39, 0.18869, 3.9.2015 12:49:52, 1441284592, 
75.62, 77.23, 33.20, 36.52, 16.41, 0.18757, 3.9.2015 12:49:53, 1441284593, 
75.85, 77.20, 33.59, 36.33, 16.41, 0.18644, 3.9.2015 12:49:54, 1441284594, 
75.82, 76.89, 33.50, 37.01, 16.39, 0.18797, 3.9.2015 12:49:56, 1441284596, 
75.52, 76.57, 32.91, 36.91, 16.44, 0.18846, 3.9.2015 12:49:57, 1441284597, 
75.96, 76.87, 33.11, 37.11, 16.39, 0.18829, 3.9.2015 12:49:58, 1441284598, 
75.69, 76.88, 33.30, 36.23, 16.41, 0.18840, 3.9.2015 12:49:59, 1441284599, 
75.53, 76.46, 32.81, 36.91, 16.43, 0.18766, 3.9.2015 12:50:0, 1441284600, 
75.62, 76.19, 33.40, 37.01, 16.39, 0.18840, 3.9.2015 12:50:1, 1441284601, 
75.76, 75.93, 33.89, 36.82, 16.43, 0.18776, 3.9.2015 12:50:2, 1441284602, 
75.71, 76.14, 33.40, 36.91, 16.40, 0.18987, 3.9.2015 12:50:4, 1441284604, 
75.92, 76.59, 33.11, 36.33, 16.42, 0.18870, 3.9.2015 12:50:5, 1441284605, 
75.65, 77.14, 33.50, 36.33, 16.41, 0.18801, 3.9.2015 12:50:6, 1441284606, 
75.79, 77.71, 33.50, 37.21, 16.40, 0.18838, 3.9.2015 12:50:7, 1441284607, 
75.76, 77.86, 32.91, 36.43, 16.40, 0.18975, 3.9.2015 12:50:8, 1441284608, 
76.00, 77.24, 32.91, 36.72, 16.38, 0.18835, 3.9.2015 12:50:9, 1441284609, 
75.78, 76.87, 33.30, 36.82, 16.40, 0.18830, 3.9.2015 12:50:11, 1441284611, 
75.70, 77.19, 33.20, 36.33, 16.39, 0.18836, 3.9.2015 12:50:12, 1441284612, 
75.68, 77.12, 33.01, 36.91, 16.38, 0.18753, 3.9.2015 12:50:13, 1441284613, 
75.91, 77.51, 32.71, 36.33, 16.39, 0.18762, 3.9.2015 12:50:14, 1441284614, 
75.89, 77.33, 33.59, 36.43, 16.39, 0.18864, 3.9.2015 12:50:15, 1441284615, 
75.83, 77.56, 32.91, 36.62, 16.42, 0.18940, 3.9.2015 12:50:16, 1441284616, 
75.64, 77.67, 33.01, 36.72, 16.38, 0.18957, 3.9.2015 12:50:17, 1441284617, 
75.89, 77.93, 32.91, 36.82, 16.40, 0.18989, 3.9.2015 12:50:19, 1441284619, 
75.84, 77.48, 32.71, 37.21, 16.40, 0.18978, 3.9.2015 12:50:20, 1441284620, 
75.84, 77.50, 33.20, 36.52, 16.39, 0.18734, 3.9.2015 12:50:21, 1441284621, 
75.99, 77.19, 33.11, 37.40, 16.41, 0.18774, 3.9.2015 12:50:22, 1441284622, 
75.81, 76.98, 33.11, 36.23, 16.39, 0.18877, 3.9.2015 12:50:23, 1441284623, 
76.04, 77.10, 32.91, 36.43, 16.39, 0.18852, 3.9.2015 12:50:24, 1441284624, 
75.90, 76.83, 32.81, 36.33, 16.39, 0.18882, 3.9.2015 12:50:26, 1441284626, 
76.03, 76.98, 32.81, 36.33, 16.40, 0.18818, 3.9.2015 12:50:27, 1441284627, 
75.88, 77.10, 32.71, 36.23, 16.36, 0.18830, 3.9.2015 12:50:28, 1441284628, 
76.11, 76.87, 33.01, 36.82, 16.38, 0.18777, 3.9.2015 12:50:29, 1441284629, 
76.01, 76.32, 32.81, 36.33, 16.37, 0.18886, 3.9.2015 12:50:30, 1441284630, 
75.99, 76.28, 33.11, 36.62, 16.38, 0.18730, 3.9.2015 12:50:31, 1441284631, 
76.13, 75.37, 32.91, 36.72, 16.39, 0.18845, 3.9.2015 12:50:32, 1441284632, 
76.22, 75.16, 32.32, 36.82, 16.37, 0.18866, 3.9.2015 12:50:34, 1441284634, 
76.17, 74.39, 32.62, 36.23, 16.40, 0.18788, 3.9.2015 12:50:35, 1441284635, 
76.08, 74.29, 32.91, 36.04, 16.37, 0.18649, 3.9.2015 12:50:36, 1441284636, 
76.06, 74.63, 32.71, 35.94, 16.40, 0.18770, 3.9.2015 12:50:37, 1441284637, 
75.93, 74.32, 32.91, 36.52, 16.38, 0.18913, 3.9.2015 12:50:38, 1441284638, 
76.19, 74.07, 33.40, 36.33, 16.40, 0.18801, 3.9.2015 12:50:39, 1441284639, 
76.23, 73.94, 33.40, 36.72, 16.40, 0.18809, 3.9.2015 12:50:41, 1441284641, 
76.14, 74.24, 33.40, 36.04, 16.38, 0.18867, 3.9.2015 12:50:42, 1441284642, 
76.17, 74.17, 33.01, 36.23, 16.40, 0.18830, 3.9.2015 12:50:43, 1441284643, 
76.00, 74.24, 33.50, 36.91, 16.38, 0.18844, 3.9.2015 12:50:44, 1441284644, 
76.13, 74.41, 32.91, 36.04, 16.40, 0.18823, 3.9.2015 12:50:45, 1441284645, 
76.06, 74.44, 32.71, 35.94, 16.37, 0.18842, 3.9.2015 12:50:46, 1441284646, 
76.13, 74.28, 33.30, 36.91, 16.39, 0.18768, 3.9.2015 12:50:48, 1441284648, 
76.00, 74.06, 32.91, 36.33, 16.38, 0.18880, 3.9.2015 12:50:49, 1441284649, 
76.15, 74.11, 32.81, 36.43, 16.39, 0.18743, 3.9.2015 12:50:50, 1441284650, 
76.28, 74.63, 33.30, 36.33, 16.35, 0.18853, 3.9.2015 12:50:51, 1441284651, 
76.35, 75.13, 32.42, 36.23, 16.36, 0.18804, 3.9.2015 12:50:52, 1441284652, 
76.21, 75.43, 33.20, 36.52, 16.37, 0.18773, 3.9.2015 12:50:53, 1441284653, 
76.29, 75.12, 32.91, 36.23, 16.38, 0.18863, 3.9.2015 12:50:54, 1441284654, 
76.20, 76.21, 32.52, 36.72, 16.37, 0.18808, 3.9.2015 12:50:56, 1441284656, 
76.20, 75.75, 32.71, 36.82, 16.39, 0.18785, 3.9.2015 12:50:57, 1441284657, 
76.08, 75.52, 32.71, 36.13, 16.38, 0.18678, 3.9.2015 12:50:58, 1441284658, 
76.14, 75.48, 33.20, 36.23, 16.37, 0.18914, 3.9.2015 12:50:59, 1441284659, 
76.32, 75.51, 32.91, 36.13, 16.39, 0.18750, 3.9.2015 12:51:0, 1441284660, 
76.24, 75.72, 32.81, 36.04, 16.38, 0.18798, 3.9.2015 12:51:1, 1441284661, 
76.26, 75.78, 32.62, 36.33, 16.41, 0.18885, 3.9.2015 12:51:3, 1441284663, 
76.13, 76.00, 32.42, 36.62, 16.37, 0.18725, 3.9.2015 12:51:4, 1441284664, 
76.36, 75.86, 32.71, 36.52, 16.38, 0.18813, 3.9.2015 12:51:5, 1441284665, 
76.30, 75.78, 32.62, 36.04, 16.39, 0.18803, 3.9.2015 12:51:6, 1441284666, 
76.25, 76.20, 32.42, 36.91, 16.36, 0.18780, 3.9.2015 12:51:7, 1441284667, 
76.41, 76.10, 32.91, 36.33, 16.39, 0.18852, 3.9.2015 12:51:8, 1441284668, 
76.04, 75.90, 32.62, 36.52, 16.36, 0.18904, 3.9.2015 12:51:9, 1441284669, 
76.23, 75.92, 33.20, 36.04, 16.38, 0.18825, 3.9.2015 12:51:11, 1441284671, 
76.28, 75.57, 32.91, 36.04, 16.35, 0.18756, 3.9.2015 12:51:12, 1441284672, 
76.51, 75.87, 32.52, 36.23, 16.36, 0.18826, 3.9.2015 12:51:13, 1441284673, 
76.25, 75.81, 33.01, 36.23, 16.36, 0.18770, 3.9.2015 12:51:14, 1441284674, 
76.49, 76.68, 32.23, 36.62, 16.35, 0.18840, 3.9.2015 12:51:15, 1441284675, 
76.24, 76.53, 32.32, 36.43, 16.37, 0.18838, 3.9.2015 12:51:16, 1441284676, 
76.31, 77.04, 33.20, 36.72, 16.38, 0.18638, 3.9.2015 12:51:18, 1441284678, 
76.53, 77.07, 32.91, 36.33, 16.36, 0.18592, 3.9.2015 12:51:19, 1441284679, 
76.31, 77.16, 32.32, 36.72, 16.37, 0.18742, 3.9.2015 12:51:20, 1441284680, 
76.26, 77.09, 32.52, 36.43, 16.37, 0.18747, 3.9.2015 12:51:21, 1441284681, 
76.64, 77.05, 32.23, 36.43, 16.36, 0.18766, 3.9.2015 12:51:22, 1441284682, 
76.52, 77.27, 32.81, 36.04, 16.37, 0.18627, 3.9.2015 12:51:23, 1441284683, 
76.38, 77.26, 32.81, 36.13, 16.36, 0.18779, 3.9.2015 12:51:24, 1441284684, 
76.63, 77.78, 32.32, 36.23, 16.36, 0.18694, 3.9.2015 12:51:26, 1441284686, 
