temperature_bottom	temperature_top	temperature_spiral_middle_outlet	temperature_spiral_edge_outlet	voltage	current	European_standard_time_date	European_standard_time_of_day	time_t
65.31	78.55	41.99	35.35	16.56	0.19376	2.9.2015	05:27:18	1441171638
65.39	78.93	41.89	34.67	16.54	0.19266	2.9.2015	05:27:19	1441171639
65.77	78.87	43.07	35.45	16.57	0.19401	2.9.2015	05:27:20	1441171640
65.21	78.87	40.53	34.57	16.57	0.19425	2.9.2015	05:27:22	1441171642
65.46	79.13	42.68	34.57	16.54	0.19316	2.9.2015	05:27:23	1441171643
65.52	78.82	41.89	34.47	16.55	0.19401	2.9.2015	05:27:24	1441171644
65.58	78.77	43.16	35.74	16.57	0.19379	2.9.2015	05:27:25	1441171645
65.76	78.18	43.46	36.04	16.57	0.1935	2.9.2015	05:27:26	1441171646
65.41	78.67	42.48	36.04	16.54	0.19314	2.9.2015	05:27:27	1441171647
65.35	78.54	41.8	34.67	16.55	0.19455	2.9.2015	05:27:28	1441171648
65.56	78.67	43.16	35.64	16.57	0.19395	2.9.2015	05:27:30	1441171650
65.35	78.91	42.09	35.94	16.54	0.1938	2.9.2015	05:27:31	1441171651
65.28	78.38	40.92	33.5	16.54	0.19399	2.9.2015	05:27:32	1441171652
65.04	78.26	42.38	35.55	16.55	0.19388	2.9.2015	05:27:33	1441171653
65.54	78.54	41.99	36.52	16.57	0.19343	2.9.2015	05:27:34	1441171654
65.72	78.24	41.5	36.04	16.55	0.1939	2.9.2015	05:27:35	1441171655
65.35	78.61	43.16	34.67	16.54	0.19465	2.9.2015	05:27:37	1441171657
65.56	78.48	40.23	35.35	16.56	0.19423	2.9.2015	05:27:38	1441171658
65.33	78.24	43.26	34.67	16.59	0.19415	2.9.2015	05:27:39	1441171659
65.18	78.36	42.97	34.67	16.56	0.19298	2.9.2015	05:27:40	1441171660
65.2	78.17	43.16	34.08	16.55	0.19407	2.9.2015	05:27:41	1441171661
65.34	78.28	41.7	35.84	16.59	0.19344	2.9.2015	05:27:42	1441171662
65.04	78.34	41.41	36.33	16.58	0.19432	2.9.2015	05:27:43	1441171663
65.06	78.35	42.09	34.77	16.57	0.19406	2.9.2015	05:27:45	1441171665
65.2	78.77	41.31	34.38	16.6	0.19455	2.9.2015	05:27:46	1441171666
64.83	78.63	41.41	33.69	16.59	0.19354	2.9.2015	05:27:47	1441171667
64.8	78.5	43.26	34.47	16.57	0.19458	2.9.2015	05:27:48	1441171668
65.2	78.6	43.26	35.55	16.58	0.19325	2.9.2015	05:27:49	1441171669
65.19	78.19	43.16	35.25	16.6	0.19328	2.9.2015	05:27:50	1441171670
65.25	78.14	41.5	36.04	16.59	0.19363	2.9.2015	05:27:52	1441171672
65.32	78.31	42.19	35.74	16.58	0.19427	2.9.2015	05:27:53	1441171673
65.45	78.38	42.29	35.25	16.59	0.1939	2.9.2015	05:27:54	1441171674
65.05	78.49	42.38	33.89	16.6	0.1938	2.9.2015	05:27:55	1441171675
64.9	78.5	43.16	34.57	16.58	0.19372	2.9.2015	05:27:56	1441171676
65.27	78.07	41.6	36.82	16.59	0.19315	2.9.2015	05:27:57	1441171677
65.19	78.31	42.09	35.74	16.61	0.194	2.9.2015	05:27:59	1441171679
65.07	78.6	42.97	36.23	16.59	0.19384	2.9.2015	05:28:00	1441171680
64.91	78.13	41.8	36.72	16.58	0.19348	2.9.2015	05:28:01	1441171681
64.99	78.12	40.72	33.69	16.61	0.19327	2.9.2015	05:28:02	1441171682
64.86	78.3	42.48	34.47	16.6	0.1938	2.9.2015	05:28:03	1441171683
64.87	77.71	41.31	34.38	16.59	0.19352	2.9.2015	05:28:04	1441171684
65.09	78.49	41.7	34.77	16.6	0.19406	2.9.2015	05:28:05	1441171685
64.69	78.28	42.58	36.62	16.6	0.19346	2.9.2015	05:28:07	1441171687
65.08	77.92	42.97	34.96	16.59	0.19344	2.9.2015	05:28:08	1441171688
64.6	78.26	42.19	35.64	16.59	0.19339	2.9.2015	05:28:09	1441171689
65.24	78.12	40.23	34.86	16.6	0.19396	2.9.2015	05:28:10	1441171690
64.92	77.6	42.77	34.96	16.6	0.19334	2.9.2015	05:28:11	1441171691
64.73	78.26	41.8	37.21	16.58	0.19402	2.9.2015	05:28:12	1441171692
64.93	78	41.7	36.52	16.59	0.19385	2.9.2015	05:28:14	1441171694
64.63	77.78	43.65	35.35	16.61	0.19468	2.9.2015	05:28:15	1441171695
64.79	77.43	41.89	36.23	16.6	0.19399	2.9.2015	05:28:16	1441171696
65.06	77.61	41.21	35.84	16.58	0.19381	2.9.2015	05:28:17	1441171697
64.91	77.8	42.48	35.45	16.59	0.19355	2.9.2015	05:28:18	1441171698
64.72	77.66	41.99	34.57	16.59	0.19408	2.9.2015	05:28:19	1441171699
64.51	77.59	41.7	36.62	16.58	0.19455	2.9.2015	05:28:20	1441171700
64.42	77.39	41.5	35.64	16.59	0.19332	2.9.2015	05:28:22	1441171702
64.93	77.2	41.21	36.33	16.6	0.19455	2.9.2015	05:28:23	1441171703
64.79	77.26	40.43	35.84	16.59	0.19385	2.9.2015	05:28:24	1441171704
64.82	77.08	42.77	32.81	16.59	0.19391	2.9.2015	05:28:25	1441171705
64.85	77.55	42.19	34.86	16.6	0.19412	2.9.2015	05:28:26	1441171706
64.18	77.6	42.87	33.79	16.59	0.19407	2.9.2015	05:28:27	1441171707
65.29	77.28	42.48	34.77	16.59	0.19444	2.9.2015	05:28:29	1441171709
64.46	78.08	42.29	36.52	16.61	0.19429	2.9.2015	05:28:30	1441171710
64.72	77.67	42.77	38.38	16.59	0.194	2.9.2015	05:28:31	1441171711
64.08	77.99	42.97	34.57	16.58	0.19382	2.9.2015	05:28:32	1441171712
63.81	77.71	41.99	36.33	16.6	0.19445	2.9.2015	05:28:33	1441171713
64.65	77.88	42.77	35.64	16.59	0.19343	2.9.2015	05:28:34	1441171714
64.78	77.5	42.58	36.23	16.6	0.19465	2.9.2015	05:28:35	1441171715
64.76	77.55	41.41	36.13	16.62	0.19389	2.9.2015	05:28:37	1441171717
64.37	77.9	41.02	36.43	16.6	0.1944	2.9.2015	05:28:38	1441171718
64.08	77.52	41.5	37.89	16.59	0.19389	2.9.2015	05:28:39	1441171719
64.27	76.88	41.41	36.04	16.62	0.19477	2.9.2015	05:28:40	1441171720
64.48	77.69	42.58	36.52	16.6	0.19394	2.9.2015	05:28:41	1441171721
64.41	77.44	42.77	35.35	16.58	0.19338	2.9.2015	05:28:42	1441171722
64.05	77.3	41.99	36.52	16.61	0.19408	2.9.2015	05:28:44	1441171724
64.37	76.98	41.31	35.64	16.61	0.19389	2.9.2015	05:28:45	1441171725
64.65	76.7	43.36	37.6	16.59	0.19325	2.9.2015	05:28:46	1441171726
64.34	76.63	41.6	34.67	16.61	0.19385	2.9.2015	05:28:47	1441171727
63.96	77.09	42.38	35.06	16.61	0.19328	2.9.2015	05:28:48	1441171728
64.02	76.87	42.68	35.25	16.57	0.19356	2.9.2015	05:28:49	1441171729
64.16	76.37	41.89	37.11	16.61	0.19301	2.9.2015	05:28:50	1441171730
64.37	76.8	41.21	36.23	16.59	0.19441	2.9.2015	05:28:52	1441171732
64.75	76.55	42.48	33.69	16.59	0.19394	2.9.2015	05:28:53	1441171733
63.83	76.42	41.89	36.33	16.61	0.19382	2.9.2015	05:28:54	1441171734
64.23	76.49	41.8	38.09	16.58	0.19426	2.9.2015	05:28:55	1441171735
63.82	76.95	41.5	36.62	16.6	0.19352	2.9.2015	05:28:56	1441171736
64.27	76.41	41.6	36.04	16.61	0.19353	2.9.2015	05:28:57	1441171737
64.47	76.72	41.5	38.67	16.59	0.19403	2.9.2015	05:28:59	1441171739
63.86	75.7	41.5	36.23	16.6	0.19406	2.9.2015	05:29:00	1441171740
64.52	76.15	41.99	35.16	16.59	0.19319	2.9.2015	05:29:01	1441171741
64.16	76.51	42.48	34.28	16.6	0.19279	2.9.2015	05:29:02	1441171742
64.53	76.51	41.31	38.18	16.61	0.194	2.9.2015	05:29:03	1441171743
63.64	76.28	42.97	37.01	16.6	0.19349	2.9.2015	05:29:04	1441171744
64.52	76.24	42.09	38.09	16.59	0.19407	2.9.2015	05:29:06	1441171746
64.03	76.26	42.29	33.4	16.62	0.19319	2.9.2015	05:29:07	1441171747
63.99	76.27	41.99	35.74	16.6	0.19391	2.9.2015	05:29:08	1441171748
63.98	76.03	41.21	37.79	16.59	0.19379	2.9.2015	05:29:09	1441171749
64.47	76.14	42.09	36.04	16.63	0.19352	2.9.2015	05:29:10	1441171750
63.95	75.93	41.11	35.84	16.6	0.19434	2.9.2015	05:29:11	1441171751
63.85	75.65	42.19	38.67	16.58	0.19366	2.9.2015	05:29:12	1441171752
64.15	76.31	42.29	35.16	16.62	0.19365	2.9.2015	05:29:14	1441171754
64.2	75.75	42.29	36.13	16.61	0.19338	2.9.2015	05:29:15	1441171755
63.97	75.85	41.99	38.28	16.58	0.19355	2.9.2015	05:29:16	1441171756
63.76	75.89	42.29	35.35	16.62	0.19404	2.9.2015	05:29:17	1441171757
63.88	75.8	42.48	36.72	16.6	0.19406	2.9.2015	05:29:18	1441171758
63.83	75.76	41.41	35.25	16.58	0.19369	2.9.2015	05:29:19	1441171759
63.73	76.15	41.21	36.23	16.61	0.19429	2.9.2015	05:29:21	1441171761
64.22	75.78	41.99	35.06	16.6	0.19374	2.9.2015	05:29:22	1441171762
63.86	75.41	42.48	36.04	16.58	0.19381	2.9.2015	05:29:23	1441171763
63.79	75.06	41.5	36.43	16.62	0.19318	2.9.2015	05:29:24	1441171764
64.21	75.22	41.41	36.13	16.61	0.19376	2.9.2015	05:29:25	1441171765
63.86	76.18	42.68	36.43	16.6	0.19307	2.9.2015	05:29:26	1441171766
64.32	75.69	41.89	35.25	16.63	0.19355	2.9.2015	05:29:27	1441171767
63.96	74.47	42.29	35.84	16.62	0.1928	2.9.2015	05:29:29	1441171769
63.89	74.93	41.7	35.16	16.61	0.19291	2.9.2015	05:29:30	1441171770
63.73	75.05	41.89	34.08	16.63	0.19447	2.9.2015	05:29:31	1441171771
63.81	75	41.99	35.35	16.61	0.19377	2.9.2015	05:29:32	1441171772
63.62	75.11	42.38	35.74	16.6	0.19341	2.9.2015	05:29:33	1441171773
64.02	75.02	41.11	33.89	16.63	0.19434	2.9.2015	05:29:34	1441171774
63.42	75.31	41.7	34.08	16.59	0.19385	2.9.2015	05:29:36	1441171776
63.62	74.64	42.97	35.74	16.6	0.19398	2.9.2015	05:29:37	1441171777
63.53	74.63	41.89	36.33	16.62	0.19327	2.9.2015	05:29:38	1441171778
63.91	74.61	42.09	33.3	16.64	0.19433	2.9.2015	05:29:39	1441171779
63.55	74.33	41.7	35.84	16.59	0.19295	2.9.2015	05:29:40	1441171780
64.14	74.64	41.99	33.98	16.58	0.19311	2.9.2015	05:29:41	1441171781
64.01	74.5	42.09	35.45	16.62	0.19346	2.9.2015	05:29:42	1441171782
63.07	75.06	41.89	36.33	16.62	0.19391	2.9.2015	05:29:44	1441171784
63.82	75.17	42.09	36.13	16.62	0.19383	2.9.2015	05:29:45	1441171785
63.68	74.93	40.63	34.57	16.64	0.19355	2.9.2015	05:29:46	1441171786
64.09	74.86	42.09	38.57	16.62	0.19299	2.9.2015	05:29:47	1441171787
63.55	75.33	41.21	37.79	16.62	0.1942	2.9.2015	05:29:48	1441171788
63.19	74.89	39.75	35.74	16.65	0.19363	2.9.2015	05:29:49	1441171789
63.76	75.17	41.7	36.62	16.66	0.1941	2.9.2015	05:29:51	1441171791
63.72	75.62	41.31	37.79	16.62	0.19388	2.9.2015	05:29:52	1441171792
63.95	75.5	41.7	36.04	16.61	0.19369	2.9.2015	05:29:53	1441171793
63.65	75.76	40.82	36.52	16.65	0.19375	2.9.2015	05:29:54	1441171794
63.54	75.46	42.09	35.25	16.63	0.19335	2.9.2015	05:29:55	1441171795
63.47	75.68	41.21	36.72	16.62	0.19387	2.9.2015	05:29:56	1441171796
64.32	75.23	42.29	36.23	16.65	0.19346	2.9.2015	05:29:58	1441171798
63.67	75.44	41.02	36.62	16.64	0.1931	2.9.2015	05:29:59	1441171799
63.43	75.55	41.7	38.77	16.63	0.19353	2.9.2015	05:30:00	1441171800
63.88	75.05	41.8	36.13	16.65	0.19394	2.9.2015	05:30:01	1441171801
63.54	75.04	42.58	37.01	16.63	0.19388	2.9.2015	05:30:02	1441171802
63.61	75.01	42.38	36.62	16.62	0.19296	2.9.2015	05:30:03	1441171803
63.55	75.62	41.7	36.13	16.66	0.19303	2.9.2015	05:30:04	1441171804
63.4	75.49	41.7	38.57	16.65	0.19326	2.9.2015	05:30:06	1441171806
63.82	75.35	41.31	36.13	16.63	0.19332	2.9.2015	05:30:07	1441171807
63.29	75.65	41.7	36.23	16.64	0.19426	2.9.2015	05:30:08	1441171808
63.35	76.18	42.68	33.69	16.66	0.19465	2.9.2015	05:30:09	1441171809
63.2	75.9	41.31	36.04	16.64	0.19457	2.9.2015	05:30:10	1441171810
63.25	76.37	41.89	36.23	16.66	0.194	2.9.2015	05:30:11	1441171811
63.88	75.83	42.19	34.67	16.67	0.19426	2.9.2015	05:30:13	1441171813
63.65	76.47	41.8	38.77	16.66	0.19464	2.9.2015	05:30:14	1441171814
63.93	76.18	41.89	37.3	16.65	0.194	2.9.2015	05:30:15	1441171815
63.6	75.7	41.7	36.72	16.66	0.19454	2.9.2015	05:30:16	1441171816
63.82	75.98	42.09	36.62	16.65	0.19397	2.9.2015	05:30:17	1441171817
63.36	76.33	41.99	33.3	16.66	0.19385	2.9.2015	05:30:18	1441171818
63.55	75.73	42.29	37.21	16.68	0.19416	2.9.2015	05:30:19	1441171819
64	75.54	41.21	38.38	16.66	0.19359	2.9.2015	05:30:21	1441171821
63.49	76.13	41.6	36.72	16.67	0.19385	2.9.2015	05:30:22	1441171822
63.25	75.94	41.89	35.64	16.67	0.19322	2.9.2015	05:30:23	1441171823
63.09	76.53	41.6	36.43	16.68	0.19325	2.9.2015	05:30:24	1441171824
63.38	76.15	42.38	36.04	16.66	0.19333	2.9.2015	05:30:25	1441171825
63.41	76.79	41.6	37.3	16.66	0.1937	2.9.2015	05:30:26	1441171826
64.05	76.74	41.02	36.82	16.69	0.19345	2.9.2015	05:30:28	1441171828
63.27	76.6	42.19	39.06	16.67	0.19363	2.9.2015	05:30:29	1441171829
63.08	75.68	41.7	35.94	16.66	0.1943	2.9.2015	05:30:30	1441171830
63.54	76.05	41.8	36.82	16.68	0.19385	2.9.2015	05:30:31	1441171831
63.5	75.86	42.58	36.91	16.68	0.19409	2.9.2015	05:30:32	1441171832
63.63	76.52	41.7	35.94	16.66	0.19407	2.9.2015	05:30:33	1441171833
62.93	75.59	42.87	37.6	16.67	0.1947	2.9.2015	05:30:34	1441171834
63.21	75.94	41.21	35.84	16.7	0.19406	2.9.2015	05:30:36	1441171836
63.28	75.77	41.5	38.48	16.66	0.19389	2.9.2015	05:30:37	1441171837
63.69	75.72	43.36	36.82	16.66	0.19426	2.9.2015	05:30:38	1441171838
63.43	75.62	41.7	35.64	16.69	0.19477	2.9.2015	05:30:39	1441171839
63.54	76.09	42.97	37.01	16.66	0.19452	2.9.2015	05:30:40	1441171840
63.76	76.34	41.8	36.62	16.67	0.19477	2.9.2015	05:30:41	1441171841
63.96	76.15	43.26	37.3	16.69	0.19482	2.9.2015	05:30:43	1441171843
63.55	75.95	41.31	37.3	16.66	0.19565	2.9.2015	05:30:44	1441171844
63.44	75.44	42.77	36.04	16.67	0.1949	2.9.2015	05:30:45	1441171845
63.32	75.43	41.02	37.01	16.68	0.19483	2.9.2015	05:30:46	1441171846
63.07	75.91	41.5	36.72	16.66	0.19444	2.9.2015	05:30:47	1441171847
63.81	76.43	42.77	35.94	16.68	0.1943	2.9.2015	05:30:48	1441171848
63.66	76.29	42.97	36.43	16.66	0.19385	2.9.2015	05:30:50	1441171850
63.43	76.04	40.72	36.62	16.67	0.19452	2.9.2015	05:30:51	1441171851
63.14	75.61	42.87	35.35	16.67	0.1952	2.9.2015	05:30:52	1441171852
63.38	75.65	41.7	36.23	16.68	0.19459	2.9.2015	05:30:53	1441171853
62.8	76.13	42.58	36.23	16.66	0.19464	2.9.2015	05:30:54	1441171854
63.01	75.78	42.38	37.7	16.67	0.19477	2.9.2015	05:30:55	1441171855
63.52	75.79	42.68	36.33	16.68	0.19464	2.9.2015	05:30:56	1441171856
63.37	76.27	41.41	36.52	16.67	0.19468	2.9.2015	05:30:58	1441171858
63.58	76.3	42.58	36.52	16.65	0.19464	2.9.2015	05:30:59	1441171859
63.09	76.46	42.19	35.64	16.67	0.19468	2.9.2015	05:31:00	1441171860
62.73	76.07	41.89	36.23	16.68	0.19457	2.9.2015	05:31:01	1441171861
63.46	76.04	41.02	37.11	16.66	0.19442	2.9.2015	05:31:02	1441171862
63.12	76.16	40.92	36.62	16.69	0.19421	2.9.2015	05:31:03	1441171863
63.18	76.03	42.19	36.04	16.69	0.19442	2.9.2015	05:31:05	1441171865
62.49	75.99	41.41	37.3	16.67	0.19433	2.9.2015	05:31:06	1441171866
62.84	75.83	42.09	35.55	16.69	0.19469	2.9.2015	05:31:07	1441171867
63.47	75.92	41.21	37.3	16.68	0.19467	2.9.2015	05:31:08	1441171868
63.52	76.33	41.41	36.33	16.67	0.19512	2.9.2015	05:31:09	1441171869
63.49	76.31	43.36	36.91	16.7	0.19417	2.9.2015	05:31:10	1441171870
63.14	76.18	42.09	36.13	16.67	0.19441	2.9.2015	05:31:11	1441171871
63.12	76.15	40.82	35.84	16.67	0.19394	2.9.2015	05:31:13	1441171873
63.31	76.15	41.89	37.89	16.7	0.19471	2.9.2015	05:31:14	1441171874
62.85	76.14	40.82	36.33	16.67	0.19445	2.9.2015	05:31:15	1441171875
63.2	76.92	39.75	35.94	16.7	0.19504	2.9.2015	05:31:16	1441171876
62.88	76.15	42.09	36.33	16.68	0.19463	2.9.2015	05:31:17	1441171877
63.3	76.55	42.38	36.04	16.66	0.19452	2.9.2015	05:31:18	1441171878
63.24	76.45	40.43	36.23	16.68	0.19404	2.9.2015	05:31:20	1441171880
63.58	76.47	42.19	35.74	16.67	0.19491	2.9.2015	05:31:21	1441171881
62.75	76.23	42.48	36.33	16.68	0.19394	2.9.2015	05:31:22	1441171882
62.87	76.33	42.87	35.55	16.69	0.19446	2.9.2015	05:31:23	1441171883
63.2	75.85	42.09	36.23	16.67	0.19427	2.9.2015	05:31:24	1441171884
63.07	75.41	42.38	37.99	16.69	0.1939	2.9.2015	05:31:25	1441171885
63.09	75.9	41.02	35.45	16.68	0.19426	2.9.2015	05:31:26	1441171886
63.05	75.78	41.89	36.23	16.67	0.19432	2.9.2015	05:31:28	1441171888
63.04	75.57	42.09	36.33	16.7	0.19463	2.9.2015	05:31:29	1441171889
62.87	74.78	42.38	37.6	16.66	0.19382	2.9.2015	05:31:30	1441171890
63.15	75.01	41.99	37.7	16.68	0.1942	2.9.2015	05:31:31	1441171891
63.18	74.78	42.58	35.45	16.7	0.19476	2.9.2015	05:31:32	1441171892
62.94	74.57	41.41	36.91	16.67	0.19462	2.9.2015	05:31:33	1441171893
63.14	74.69	42.19	36.04	16.7	0.19385	2.9.2015	05:31:35	1441171895
63	74.66	42.19	36.04	16.67	0.19394	2.9.2015	05:31:36	1441171896
62.95	74.49	41.31	36.04	16.7	0.19506	2.9.2015	05:31:37	1441171897
62.97	74.72	40.82	35.64	16.7	0.1945	2.9.2015	05:31:38	1441171898
62.93	74.07	41.7	36.04	16.7	0.19355	2.9.2015	05:31:39	1441171899
63.24	74.32	41.21	37.79	16.71	0.19342	2.9.2015	05:31:40	1441171900
62.73	74.93	41.41	37.21	16.69	0.19374	2.9.2015	05:31:41	1441171901
62	74.64	41.5	35.84	16.65	0.1934	2.9.2015	05:31:43	1441171903
62.83	74.33	41.6	36.52	16.66	0.19416	2.9.2015	05:31:44	1441171904
62.79	74.58	41.99	36.52	16.68	0.19442	2.9.2015	05:31:45	1441171905
62.74	74.52	41.89	36.62	16.65	0.19398	2.9.2015	05:31:46	1441171906
62.53	74.24	41.41	36.23	16.68	0.195	2.9.2015	05:31:47	1441171907
62.96	74.34	41.7	36.52	16.66	0.1941	2.9.2015	05:31:48	1441171908
62.88	74.37	41.6	36.52	16.67	0.19421	2.9.2015	05:31:50	1441171910
62.15	74.44	41.31	37.79	16.69	0.194	2.9.2015	05:31:51	1441171911
63.4	74.08	41.11	36.33	16.71	0.19401	2.9.2015	05:31:52	1441171912
62.85	74.32	43.26	36.62	16.67	0.19336	2.9.2015	05:31:53	1441171913
62.71	75.12	41.99	37.7	16.71	0.19318	2.9.2015	05:31:54	1441171914
62.94	74.28	41.6	37.4	16.67	0.19362	2.9.2015	05:31:55	1441171915
62.95	74.72	42.09	38.48	16.71	0.19356	2.9.2015	05:31:57	1441171917
63.45	73.63	41.31	38.96	16.69	0.19346	2.9.2015	05:31:58	1441171918
62.54	74.22	41.5	36.52	16.68	0.19507	2.9.2015	05:31:59	1441171919
62.78	74.34	41.89	36.04	16.69	0.19324	2.9.2015	05:32:00	1441171920
62.87	74.81	40.63	38.57	16.7	0.19421	2.9.2015	05:32:01	1441171921
62.94	74.39	41.6	37.6	16.68	0.19344	2.9.2015	05:32:02	1441171922
62.75	74.64	41.8	37.21	16.71	0.19349	2.9.2015	05:32:03	1441171923
63.01	74.5	41.41	35.55	16.69	0.19354	2.9.2015	05:32:05	1441171925
63.55	74.28	41.8	35.06	16.73	0.19393	2.9.2015	05:32:06	1441171926
62.49	75.15	42.77	35.35	16.7	0.19452	2.9.2015	05:32:07	1441171927
62.73	74.53	41.7	36.04	16.71	0.19496	2.9.2015	05:32:08	1441171928
63.23	74.85	42.77	37.21	16.72	0.19425	2.9.2015	05:32:09	1441171929
63.01	75.13	40.63	35.74	16.75	0.19349	2.9.2015	05:32:10	1441171930
63.02	74.77	42.38	36.72	16.71	0.19358	2.9.2015	05:32:12	1441171932
63.04	75.2	40.92	37.79	16.74	0.19394	2.9.2015	05:32:13	1441171933
63.07	74.7	41.41	37.79	16.71	0.19409	2.9.2015	05:32:14	1441171934
63.13	74.74	42.09	37.11	16.73	0.19314	2.9.2015	05:32:15	1441171935
62.69	75.18	41.6	37.21	16.71	0.19313	2.9.2015	05:32:16	1441171936
63.24	74.96	40.72	36.04	16.72	0.19377	2.9.2015	05:32:17	1441171937
62.86	74.73	41.31	37.11	16.72	0.19401	2.9.2015	05:32:18	1441171938
63.01	74.69	41.89	36.91	16.72	0.19312	2.9.2015	05:32:20	1441171940
62.65	74.16	40.82	35.45	16.74	0.19395	2.9.2015	05:32:21	1441171941
62.81	74.52	40.43	35.84	16.72	0.19387	2.9.2015	05:32:22	1441171942
62.82	74.86	41.89	36.13	16.73	0.19378	2.9.2015	05:32:23	1441171943
62.96	73.92	41.8	37.21	16.69	0.19419	2.9.2015	05:32:24	1441171944
62.69	74.07	41.7	36.23	16.72	0.19434	2.9.2015	05:32:25	1441171945
62.38	73.85	41.6	36.33	16.7	0.19381	2.9.2015	05:32:27	1441171947
62.42	73.99	41.99	36.82	16.71	0.19401	2.9.2015	05:32:28	1441171948
62.65	73.91	41.6	36.23	16.7	0.19442	2.9.2015	05:32:29	1441171949
62.55	74.16	41.31	36.72	16.71	0.19525	2.9.2015	05:32:30	1441171950
62.65	73.79	41.99	37.3	16.71	0.19432	2.9.2015	05:32:31	1441171951
62.64	73.92	41.21	36.13	16.73	0.19377	2.9.2015	05:32:32	1441171952
62.75	73.66	42.87	37.5	16.72	0.19353	2.9.2015	05:32:33	1441171953
62.76	73.91	40.92	37.5	16.72	0.19328	2.9.2015	05:32:35	1441171955
62.52	74.25	41.31	36.62	16.75	0.19276	2.9.2015	05:32:36	1441171956
62.72	73.84	42.97	36.72	16.72	0.19316	2.9.2015	05:32:37	1441171957
62.04	74.18	40.43	38.67	16.74	0.19335	2.9.2015	05:32:38	1441171958
62.37	73.67	41.89	36.82	16.68	0.19464	2.9.2015	05:32:39	1441171959
62.9	74.31	41.7	36.13	16.74	0.19419	2.9.2015	05:32:40	1441171960
62.92	74.14	41.21	38.09	16.75	0.19321	2.9.2015	05:32:42	1441171962
62.87	74.04	41.21	35.74	16.73	0.1948	2.9.2015	05:32:43	1441171963
62.29	73.5	41.99	36.04	16.73	0.19485	2.9.2015	05:32:44	1441171964
62.82	73.7	42.87	38.67	16.73	0.19439	2.9.2015	05:32:45	1441171965
62.47	73.59	41.5	37.01	16.73	0.19436	2.9.2015	05:32:46	1441171966
62.33	74.41	41.11	38.57	16.71	0.1945	2.9.2015	05:32:47	1441171967
62.94	73.26	42.29	38.38	16.76	0.19483	2.9.2015	05:32:49	1441171969
62.37	73.52	40.63	36.43	16.72	0.19465	2.9.2015	05:32:50	1441171970
62.61	73.95	42.09	35.74	16.75	0.19441	2.9.2015	05:32:51	1441171971
62.54	73.78	41.6	37.99	16.73	0.19503	2.9.2015	05:32:52	1441171972
62.71	74.07	41.11	34.86	16.73	0.19433	2.9.2015	05:32:53	1441171973
62.61	74.04	41.7	37.99	16.75	0.19416	2.9.2015	05:32:54	1441171974
62.75	73.86	41.7	36.43	16.76	0.19389	2.9.2015	05:32:55	1441171975
62.59	74.34	40.63	36.91	16.77	0.19362	2.9.2015	05:32:57	1441171977
62.51	74.62	40.72	37.21	16.76	0.19333	2.9.2015	05:32:58	1441171978
62.6	74.42	40.82	36.72	16.76	0.19257	2.9.2015	05:32:59	1441171979
63.03	74.34	42.77	39.06	16.75	0.19353	2.9.2015	05:33:00	1441171980
62.84	74.59	42.97	36.72	16.77	0.19345	2.9.2015	05:33:01	1441171981
62.59	74.59	41.99	37.21	16.75	0.1941	2.9.2015	05:33:02	1441171982
62.74	74.17	43.55	38.67	16.78	0.19419	2.9.2015	05:33:04	1441171984
62.66	74.09	42.77	37.01	16.76	0.19375	2.9.2015	05:33:05	1441171985
62.69	74.41	41.7	37.21	16.77	0.19404	2.9.2015	05:33:06	1441171986
62.6	74.35	41.8	37.01	16.72	0.195	2.9.2015	05:33:07	1441171987
62.63	74.64	41.41	35.55	16.76	0.19348	2.9.2015	05:33:08	1441171988
62.64	74.95	42.97	37.89	16.74	0.19355	2.9.2015	05:33:09	1441171989
62.48	74.56	40.72	36.43	16.74	0.19389	2.9.2015	05:33:10	1441171990
62.42	74.71	43.46	35.16	16.74	0.19432	2.9.2015	05:33:12	1441171992
62.38	74.05	42.19	34.47	16.78	0.19357	2.9.2015	05:33:13	1441171993
62.71	74.64	42.58	36.52	16.74	0.19419	2.9.2015	05:33:14	1441171994
62.23	74.65	41.89	36.62	16.75	0.19484	2.9.2015	05:33:15	1441171995
62.71	74.73	42.87	37.89	16.74	0.19406	2.9.2015	05:33:16	1441171996
62.75	74.89	40.92	38.28	16.75	0.19416	2.9.2015	05:33:17	1441171997
62.79	74.54	41.8	36.33	16.75	0.1941	2.9.2015	05:33:19	1441171999
62.51	75.16	42.29	36.82	16.76	0.19366	2.9.2015	05:33:20	1441172000
62.8	75.36	42.77	36.52	16.76	0.19389	2.9.2015	05:33:21	1441172001
62.44	74.93	42.97	37.21	16.74	0.19258	2.9.2015	05:33:22	1441172002
62.76	74.66	43.55	38.87	16.78	0.19459	2.9.2015	05:33:23	1441172003
62.66	75.12	42.77	37.3	16.74	0.19373	2.9.2015	05:33:24	1441172004
62.62	74.95	42.29	37.3	16.76	0.19354	2.9.2015	05:33:25	1441172005
62.75	74.46	42.19	35.84	16.73	0.19407	2.9.2015	05:33:27	1441172007
62.65	74.73	43.16	37.79	16.75	0.19394	2.9.2015	05:33:28	1441172008
62.96	74.83	42.87	35.35	16.73	0.19433	2.9.2015	05:33:29	1441172009
62.18	74.37	41.99	37.79	16.75	0.19435	2.9.2015	05:33:30	1441172010
62.74	74.56	41.6	36.72	16.74	0.19426	2.9.2015	05:33:31	1441172011
