temperature_bottom	temperature_top	temperature_spiral_middle_outlet	temperature_spiral_edge_outlet	voltage	current	European_standard_time_date	European_standard_time_of_day	time_t
80.34	93.93	71	27.73	15.93	0.19219	2.9.2015	05:21:03	1441171263
80.11	93.6	72.66	27.93	15.94	0.19273	2.9.2015	05:21:04	1441171264
79.84	93.46	72.56	27.15	15.93	0.19339	2.9.2015	05:21:05	1441171265
79.76	93.36	72.27	27.64	15.95	0.19366	2.9.2015	05:21:06	1441171266
80.45	93.13	71.58	27.73	15.93	0.19339	2.9.2015	05:21:07	1441171267
80.49	93.22	72.56	26.86	15.93	0.19337	2.9.2015	05:21:08	1441171268
80.08	93.29	72.17	27.34	15.93	0.19244	2.9.2015	05:21:09	1441171269
80.1	92.9	72.07	27.54	15.94	0.19299	2.9.2015	05:21:11	1441171271
80.5	93.24	72.36	28.81	15.95	0.19327	2.9.2015	05:21:12	1441171272
80.54	92.96	72.07	27.54	15.93	0.19296	2.9.2015	05:21:13	1441171273
80.42	93.04	72.75	27.05	15.96	0.19282	2.9.2015	05:21:14	1441171274
80.79	92.56	72.95	27.73	15.96	0.19302	2.9.2015	05:21:15	1441171275
80.75	92.66	73.83	29.69	15.95	0.19203	2.9.2015	05:21:16	1441171276
81.09	92.53	70.7	27.34	15.97	0.19237	2.9.2015	05:21:18	1441171278
80.84	91.86	71.97	27.54	15.97	0.1929	2.9.2015	05:21:19	1441171279
79.92	92.41	73.24	25.98	15.96	0.19144	2.9.2015	05:21:20	1441171280
80.2	92.32	72.36	29	15.96	0.1927	2.9.2015	05:21:21	1441171281
80.84	92.33	73.34	26.95	15.99	0.19267	2.9.2015	05:21:22	1441171282
80.36	92.15	73.14	28.32	15.96	0.19195	2.9.2015	05:21:23	1441171283
80.2	92.54	72.27	28.12	15.97	0.19273	2.9.2015	05:21:24	1441171284
80.34	92.66	71.97	27.83	15.98	0.19268	2.9.2015	05:21:26	1441171286
80.21	92.64	72.75	28.81	15.98	0.19187	2.9.2015	05:21:27	1441171287
80.14	92.75	71.68	28.32	15.98	0.19209	2.9.2015	05:21:28	1441171288
79.66	93.04	70.51	28.81	16	0.19263	2.9.2015	05:21:29	1441171289
79.75	92.89	72.85	28.52	15.99	0.1925	2.9.2015	05:21:30	1441171290
79.81	92.39	71.48	28.52	15.98	0.19296	2.9.2015	05:21:31	1441171291
79.67	92.92	69.63	28.61	15.99	0.19325	2.9.2015	05:21:33	1441171293
79.34	93.29	72.46	28.91	16	0.19274	2.9.2015	05:21:34	1441171294
79.62	93.8	71.39	28.81	16	0.193	2.9.2015	05:21:35	1441171295
79.75	93.65	70.61	27.83	15.99	0.19378	2.9.2015	05:21:36	1441171296
79.67	93.73	71.19	28.52	16.01	0.19347	2.9.2015	05:21:37	1441171297
79.55	93.28	70.9	29.1	16	0.19362	2.9.2015	05:21:38	1441171298
79.18	93.58	71.39	28.81	15.97	0.19368	2.9.2015	05:21:40	1441171300
79.27	93.91	69.43	28.61	15.99	0.19302	2.9.2015	05:21:41	1441171301
79.13	93.21	71.39	28.71	16	0.19304	2.9.2015	05:21:42	1441171302
78.82	93.33	70.12	28.91	15.99	0.19384	2.9.2015	05:21:43	1441171303
79.26	93.19	70.12	28.32	16.01	0.1928	2.9.2015	05:21:44	1441171304
78.96	93.44	70.21	27.34	16.02	0.19325	2.9.2015	05:21:45	1441171305
79.32	93.32	69.14	28.12	16	0.194	2.9.2015	05:21:46	1441171306
79.02	93.41	68.55	28.81	16	0.19246	2.9.2015	05:21:48	1441171308
78.79	92.91	70.02	28.03	16.01	0.19318	2.9.2015	05:21:49	1441171309
78.95	92.89	70.21	29.2	16	0.19317	2.9.2015	05:21:50	1441171310
78.84	93.23	68.85	29.39	16.01	0.19351	2.9.2015	05:21:51	1441171311
78.59	93.07	70.02	29	16.03	0.19374	2.9.2015	05:21:52	1441171312
78.48	92.82	68.16	29	16.03	0.19336	2.9.2015	05:21:53	1441171313
78.48	93	67.87	28.52	16.02	0.19314	2.9.2015	05:21:55	1441171315
78.74	93	67.87	28.81	16	0.19369	2.9.2015	05:21:56	1441171316
78.44	93.12	68.07	28.71	16.04	0.19404	2.9.2015	05:21:57	1441171317
78.19	92.93	67.58	28.71	16.03	0.19425	2.9.2015	05:21:58	1441171318
78.19	92.89	67.38	29.39	16.02	0.19403	2.9.2015	05:21:59	1441171319
78.39	92.74	67.29	28.81	16.03	0.1941	2.9.2015	05:22:00	1441171320
77.86	92.92	66.6	28.42	16.03	0.19366	2.9.2015	05:22:01	1441171321
77.95	92.59	66.6	28.81	16.04	0.19428	2.9.2015	05:22:03	1441171323
77.88	92.55	66.5	28.71	16.03	0.19328	2.9.2015	05:22:04	1441171324
77.99	92.53	66.6	28.91	16.04	0.19328	2.9.2015	05:22:05	1441171325
78.03	92.44	66.21	29	16.05	0.19377	2.9.2015	05:22:06	1441171326
77.78	92.33	66.6	28.81	16.05	0.19316	2.9.2015	05:22:07	1441171327
77.82	92.31	65.92	28.61	16.04	0.19335	2.9.2015	05:22:08	1441171328
77.57	92.41	65.33	28.42	16.06	0.19289	2.9.2015	05:22:10	1441171330
77.77	92.36	65.23	28.52	16.06	0.19337	2.9.2015	05:22:11	1441171331
77.64	92.2	65.23	28.52	16.05	0.19314	2.9.2015	05:22:12	1441171332
77.36	91.95	64.45	28.61	16.05	0.19247	2.9.2015	05:22:13	1441171333
77.05	91.72	64.94	29.2	16.06	0.19245	2.9.2015	05:22:14	1441171334
77.38	91.91	64.16	28.81	16.06	0.19257	2.9.2015	05:22:15	1441171335
77.02	91.53	64.45	29	16.05	0.19272	2.9.2015	05:22:17	1441171337
77.12	91.17	64.06	28.61	16.06	0.19297	2.9.2015	05:22:18	1441171338
77.12	91.35	64.06	29.59	16.08	0.19353	2.9.2015	05:22:19	1441171339
77.34	91.09	64.26	28.81	16.06	0.19371	2.9.2015	05:22:20	1441171340
77.35	91.08	63.48	28.52	16.06	0.19357	2.9.2015	05:22:21	1441171341
76.61	90.95	63.48	28.61	16.07	0.19367	2.9.2015	05:22:22	1441171342
76.8	91.36	64.26	29.49	16.08	0.19352	2.9.2015	05:22:23	1441171343
76.66	91.16	63.67	29.69	16.07	0.19363	2.9.2015	05:22:25	1441171345
76.5	90.82	62.6	28.71	16.09	0.19381	2.9.2015	05:22:26	1441171346
76.3	90.8	61.72	29	16.09	0.19393	2.9.2015	05:22:27	1441171347
76.22	91.06	62.3	29	16.06	0.18972	2.9.2015	05:22:28	1441171348
76.33	91.69	62.79	29.1	16.08	0.19356	2.9.2015	05:22:29	1441171349
76.45	91.67	62.5	28.91	16.11	0.19407	2.9.2015	05:22:30	1441171350
76.04	91.59	62.79	29.39	16.11	0.19354	2.9.2015	05:22:32	1441171352
76.67	91.7	60.25	28.42	16.1	0.19382	2.9.2015	05:22:33	1441171353
76.35	92.09	62.79	29	16.11	0.1934	2.9.2015	05:22:34	1441171354
75.7	91.69	62.6	29.3	16.12	0.19334	2.9.2015	05:22:35	1441171355
76.13	91.81	61.43	28.71	16.1	0.19297	2.9.2015	05:22:36	1441171356
76.29	91.76	59.96	30.57	16.11	0.1942	2.9.2015	05:22:37	1441171357
76.07	91.58	59.67	29.39	16.13	0.19281	2.9.2015	05:22:38	1441171358
75.84	91.61	60.64	29	16.13	0.19297	2.9.2015	05:22:40	1441171360
75.56	91.38	61.52	29.88	16.12	0.19369	2.9.2015	05:22:41	1441171361
75.28	91.01	59.57	30.27	16.12	0.19376	2.9.2015	05:22:42	1441171362
75.31	90.76	59.86	29.2	16.15	0.19275	2.9.2015	05:22:43	1441171363
75.35	90.57	60.94	28.12	16.15	0.1927	2.9.2015	05:22:44	1441171364
75.05	90.04	60.55	29.88	16.13	0.19342	2.9.2015	05:22:45	1441171365
75.66	89.64	61.04	30.86	16.14	0.19313	2.9.2015	05:22:47	1441171367
75.55	89.74	59.08	28.91	16.15	0.19303	2.9.2015	05:22:48	1441171368
74.9	89.67	58.4	26.95	16.17	0.1934	2.9.2015	05:22:49	1441171369
75.39	89.71	58.5	31.74	16.15	0.19269	2.9.2015	05:22:50	1441171370
74.79	89.56	57.42	28.91	16.15	0.19246	2.9.2015	05:22:51	1441171371
74.8	89.51	58.89	28.61	16.15	0.1933	2.9.2015	05:22:52	1441171372
74.87	89.98	59.28	30.27	16.17	0.19354	2.9.2015	05:22:53	1441171373
74.17	89.95	58.2	31.25	16.16	0.19353	2.9.2015	05:22:55	1441171375
74.52	89.82	59.28	31.74	16.16	0.19288	2.9.2015	05:22:56	1441171376
74.6	89.79	58.3	31.45	16.19	0.19269	2.9.2015	05:22:57	1441171377
74.64	89.76	57.52	29.88	16.18	0.19241	2.9.2015	05:22:58	1441171378
74.54	90.02	57.32	30.08	16.18	0.19208	2.9.2015	05:22:59	1441171379
74.31	89.67	57.52	29.39	16.17	0.19333	2.9.2015	05:23:00	1441171380
74.33	89.67	57.81	27.44	16.2	0.19289	2.9.2015	05:23:02	1441171382
74.38	89.9	58.11	29.49	16.21	0.19244	2.9.2015	05:23:03	1441171383
74.12	89.98	56.84	28.32	16.2	0.19147	2.9.2015	05:23:04	1441171384
74.07	89.99	57.13	28.52	16.2	0.19326	2.9.2015	05:23:05	1441171385
74.26	89.85	57.03	29.88	16.19	0.19208	2.9.2015	05:23:06	1441171386
74.13	89.29	56.05	29.69	16.2	0.19218	2.9.2015	05:23:07	1441171387
74.22	88.62	56.64	31.64	16.21	0.19239	2.9.2015	05:23:09	1441171389
73.79	88.91	55.66	30.47	16.22	0.19196	2.9.2015	05:23:10	1441171390
74.15	88.7	54.98	30.18	16.21	0.19303	2.9.2015	05:23:11	1441171391
73.46	88.93	55.57	27.93	16.23	0.19381	2.9.2015	05:23:12	1441171392
73.93	88.78	55.57	27.93	16.22	0.19214	2.9.2015	05:23:13	1441171393
73.8	88.73	56.35	31.25	16.22	0.19219	2.9.2015	05:23:14	1441171394
73.49	88.68	56.45	30.57	16.23	0.19338	2.9.2015	05:23:15	1441171395
73.32	88.77	56.64	31.84	16.24	0.19214	2.9.2015	05:23:17	1441171397
73.67	88.52	56.15	30.76	16.25	0.19269	2.9.2015	05:23:18	1441171398
73.42	88.27	56.15	29.39	16.25	0.19271	2.9.2015	05:23:19	1441171399
73.19	88.07	55.96	30.37	16.24	0.19236	2.9.2015	05:23:20	1441171400
73.33	87.95	55.66	30.37	16.25	0.19179	2.9.2015	05:23:21	1441171401
73.19	87.99	53.13	28.71	16.26	0.19339	2.9.2015	05:23:22	1441171402
73.25	88.12	55.76	30.66	16.25	0.1932	2.9.2015	05:23:24	1441171404
72.97	87.89	52.93	32.03	16.24	0.19312	2.9.2015	05:23:25	1441171405
72.78	87.74	53.13	30.76	16.24	0.19328	2.9.2015	05:23:26	1441171406
73	87.79	53.61	31.64	16.28	0.19356	2.9.2015	05:23:27	1441171407
72.94	87.19	54.79	29.69	16.28	0.19323	2.9.2015	05:23:28	1441171408
72.96	87.58	54.39	30.96	16.27	0.19342	2.9.2015	05:23:29	1441171409
72.71	87.77	53.71	32.03	16.26	0.19343	2.9.2015	05:23:30	1441171410
72.6	87.46	53.32	30.08	16.27	0.19264	2.9.2015	05:23:32	1441171412
72.8	88.01	52.25	30.47	16.29	0.19246	2.9.2015	05:23:33	1441171413
72.6	87.69	53.91	30.27	16.28	0.19258	2.9.2015	05:23:34	1441171414
72.73	87.66	54.49	32.03	16.26	0.19292	2.9.2015	05:23:35	1441171415
72.4	87.29	52.83	30.76	16.28	0.19334	2.9.2015	05:23:36	1441171416
72.49	86.85	54.3	32.42	16.3	0.19335	2.9.2015	05:23:37	1441171417
72.03	86.32	52.93	31.05	16.29	0.19385	2.9.2015	05:23:39	1441171419
72.12	86.24	53.03	32.71	16.27	0.19301	2.9.2015	05:23:40	1441171420
71.8	85.41	52.64	29.2	16.27	0.19297	2.9.2015	05:23:41	1441171421
72.15	85.37	53.81	29.39	16.3	0.19287	2.9.2015	05:23:42	1441171422
72.03	84.53	52.34	31.54	16.3	0.19363	2.9.2015	05:23:43	1441171423
72.01	84.37	52.15	30.08	16.28	0.19351	2.9.2015	05:23:44	1441171424
72.31	84.9	51.76	31.84	16.28	0.19354	2.9.2015	05:23:45	1441171425
72.02	84.75	52.83	29	16.29	0.19361	2.9.2015	05:23:47	1441171427
71.87	84.72	51.46	33.01	16.3	0.19297	2.9.2015	05:23:48	1441171428
71.91	84.93	50.68	32.42	16.31	0.19311	2.9.2015	05:23:49	1441171429
71.63	84.9	50.78	30.57	16.29	0.1926	2.9.2015	05:23:50	1441171430
71.89	85.12	50.98	32.52	16.29	0.19319	2.9.2015	05:23:51	1441171431
71.47	85.68	50.98	31.15	16.31	0.19375	2.9.2015	05:23:52	1441171432
71.57	85.33	51.07	30.96	16.32	0.19332	2.9.2015	05:23:54	1441171434
71.45	85.02	51.27	28.91	16.3	0.19333	2.9.2015	05:23:55	1441171435
71.24	85.28	50.49	32.13	16.3	0.19371	2.9.2015	05:23:56	1441171436
71.55	84.74	50.1	29.59	16.3	0.19347	2.9.2015	05:23:57	1441171437
71.65	85.35	51.66	32.13	16.33	0.19229	2.9.2015	05:23:58	1441171438
71.05	85.9	50	32.52	16.32	0.19355	2.9.2015	05:23:59	1441171439
71.14	85.7	51.56	31.05	16.32	0.19241	2.9.2015	05:24:01	1441171441
71.29	85.99	51.07	30.76	16.3	0.19262	2.9.2015	05:24:02	1441171442
70.96	85.81	50.39	30.96	16.31	0.19291	2.9.2015	05:24:03	1441171443
70.88	85.58	48.93	30.86	16.32	0.19324	2.9.2015	05:24:04	1441171444
70.86	85.46	50.39	31.35	16.33	0.19367	2.9.2015	05:24:05	1441171445
71.04	85.68	49.8	32.23	16.32	0.19311	2.9.2015	05:24:06	1441171446
71.01	85.26	49.9	30.76	16.31	0.19344	2.9.2015	05:24:07	1441171447
70.92	85.51	49.22	30.37	16.32	0.19285	2.9.2015	05:24:09	1441171449
70.62	85.05	51.07	33.3	16.33	0.19282	2.9.2015	05:24:10	1441171450
70.74	85.16	49.61	29.69	16.35	0.19273	2.9.2015	05:24:11	1441171451
70.73	84.92	47.95	30.08	16.34	0.19308	2.9.2015	05:24:12	1441171452
70.7	84.76	49.51	29.88	16.32	0.19366	2.9.2015	05:24:13	1441171453
70.74	84.08	49.61	31.74	16.32	0.19322	2.9.2015	05:24:14	1441171454
70.56	83.91	50	29.98	16.34	0.19368	2.9.2015	05:24:16	1441171456
70.7	83.74	49.22	30.76	16.35	0.19261	2.9.2015	05:24:17	1441171457
70.55	83.88	50.59	32.52	16.36	0.19303	2.9.2015	05:24:18	1441171458
70.36	83.89	49.41	31.45	16.34	0.19255	2.9.2015	05:24:19	1441171459
70.37	83.51	49.32	31.93	16.35	0.19293	2.9.2015	05:24:20	1441171460
70.75	83.56	49.8	31.54	16.33	0.19352	2.9.2015	05:24:21	1441171461
70.21	83.35	48.54	31.25	16.36	0.1929	2.9.2015	05:24:22	1441171462
70.14	83.27	49.71	31.54	16.36	0.19311	2.9.2015	05:24:24	1441171464
70.56	82.77	48.24	33.4	16.36	0.1935	2.9.2015	05:24:25	1441171465
70.28	83.29	48.34	30.47	16.35	0.19253	2.9.2015	05:24:26	1441171466
70.36	83.23	48.24	31.74	16.35	0.19336	2.9.2015	05:24:27	1441171467
70.18	82.64	49.32	32.71	16.36	0.19305	2.9.2015	05:24:28	1441171468
70.44	82.39	48.63	31.35	16.37	0.19361	2.9.2015	05:24:29	1441171469
70.34	82.29	47.75	32.42	16.36	0.19318	2.9.2015	05:24:31	1441171471
70.13	81.95	48.83	31.05	16.36	0.19369	2.9.2015	05:24:32	1441171472
69.79	82.02	47.75	32.52	16.38	0.19307	2.9.2015	05:24:33	1441171473
70.02	81.75	48.54	31.25	16.39	0.19306	2.9.2015	05:24:34	1441171474
69.76	82.3	48.05	32.23	16.37	0.19363	2.9.2015	05:24:35	1441171475
69.67	82.5	48.34	32.81	16.37	0.19303	2.9.2015	05:24:36	1441171476
69.71	82.08	47.66	31.54	16.38	0.19349	2.9.2015	05:24:37	1441171477
69.79	82.27	47.27	31.45	16.4	0.19426	2.9.2015	05:24:39	1441171479
69.59	82.67	47.75	31.93	16.39	0.1926	2.9.2015	05:24:40	1441171480
69.59	82.88	47.75	33.2	16.38	0.19302	2.9.2015	05:24:41	1441171481
69.6	82.12	47.07	30.76	16.37	0.19343	2.9.2015	05:24:42	1441171482
69.42	82.59	46.78	31.45	16.39	0.19392	2.9.2015	05:24:43	1441171483
69.68	82.33	47.85	31.74	16.39	0.19344	2.9.2015	05:24:44	1441171484
69.31	82.84	47.27	33.2	16.41	0.19345	2.9.2015	05:24:46	1441171486
69.05	83.06	47.75	32.62	16.39	0.19363	2.9.2015	05:24:47	1441171487
69.41	82.54	47.07	31.64	16.38	0.19422	2.9.2015	05:24:48	1441171488
69.41	82.71	47.66	31.64	16.37	0.19237	2.9.2015	05:24:49	1441171489
68.96	82.49	46.68	34.38	16.39	0.19304	2.9.2015	05:24:50	1441171490
69.27	82.68	46.58	32.23	16.4	0.19407	2.9.2015	05:24:51	1441171491
69.08	83.06	46.39	33.2	16.41	0.19257	2.9.2015	05:24:53	1441171493
68.92	83.24	46.29	31.15	16.39	0.19313	2.9.2015	05:24:54	1441171494
68.92	83.45	47.17	34.47	16.4	0.19322	2.9.2015	05:24:55	1441171495
68.85	83.69	47.07	34.38	16.41	0.19266	2.9.2015	05:24:56	1441171496
68.85	83.36	47.95	31.93	16.43	0.19338	2.9.2015	05:24:57	1441171497
69.01	83.77	47.07	32.32	16.42	0.19286	2.9.2015	05:24:58	1441171498
68.97	82.78	45.9	32.52	16.4	0.19328	2.9.2015	05:24:59	1441171499
69.02	83.07	47.17	33.3	16.4	0.19321	2.9.2015	05:25:01	1441171501
68.53	83.01	46.97	33.5	16.41	0.19336	2.9.2015	05:25:02	1441171502
68.79	82.97	46.09	32.52	16.42	0.19349	2.9.2015	05:25:03	1441171503
68.75	83.52	47.66	35.06	16.41	0.1935	2.9.2015	05:25:04	1441171504
68.88	83.06	45.8	32.23	16.39	0.19373	2.9.2015	05:25:05	1441171505
68.5	82.47	46.97	33.3	16.43	0.19329	2.9.2015	05:25:06	1441171506
68.59	82.74	46.97	34.08	16.45	0.19282	2.9.2015	05:25:08	1441171508
68.68	82.4	46.78	32.71	16.43	0.19378	2.9.2015	05:25:09	1441171509
68.54	82.63	47.36	33.5	16.42	0.19279	2.9.2015	05:25:10	1441171510
68.44	82.49	46.48	32.62	16.43	0.19314	2.9.2015	05:25:11	1441171511
68.45	82.69	45.7	32.71	16.43	0.19349	2.9.2015	05:25:12	1441171512
68.42	81.82	45.21	33.4	16.44	0.19305	2.9.2015	05:25:13	1441171513
68.38	82.34	45.21	32.81	16.43	0.1931	2.9.2015	05:25:14	1441171514
68.23	82.44	45.8	33.5	16.43	0.19256	2.9.2015	05:25:16	1441171516
68.13	82.3	46.29	34.28	16.41	0.19302	2.9.2015	05:25:17	1441171517
68.26	82.64	45.9	32.03	16.42	0.1935	2.9.2015	05:25:18	1441171518
68.44	82.25	46.78	32.23	16.45	0.19358	2.9.2015	05:25:19	1441171519
68.2	82.01	44.82	33.3	16.44	0.19379	2.9.2015	05:25:20	1441171520
68.19	81.8	45.12	34.77	16.42	0.19348	2.9.2015	05:25:21	1441171521
68.44	81.99	46.58	34.86	16.42	0.19373	2.9.2015	05:25:23	1441171523
67.89	81.63	45.9	34.38	16.43	0.19363	2.9.2015	05:25:24	1441171524
68.27	81.6	45.61	33.79	16.45	0.19308	2.9.2015	05:25:25	1441171525
68.06	81.28	44.73	32.42	16.46	0.19348	2.9.2015	05:25:26	1441171526
68.03	81.37	46.48	34.08	16.45	0.1927	2.9.2015	05:25:27	1441171527
67.79	82	44.82	33.98	16.43	0.19441	2.9.2015	05:25:28	1441171528
68	81.35	45.41	33.89	16.43	0.19297	2.9.2015	05:25:29	1441171529
68.1	81.31	45.31	32.52	16.44	0.19309	2.9.2015	05:25:31	1441171531
67.85	81.32	45.41	32.62	16.46	0.19375	2.9.2015	05:25:32	1441171532
67.96	81.82	44.82	33.3	16.46	0.19341	2.9.2015	05:25:33	1441171533
67.46	81.61	44.04	33.4	16.45	0.19355	2.9.2015	05:25:34	1441171534
68.09	81.44	45.7	33.79	16.44	0.194	2.9.2015	05:25:35	1441171535
67.93	81.77	45.12	34.47	16.45	0.19346	2.9.2015	05:25:36	1441171536
67.74	81.47	42.48	34.47	16.46	0.19374	2.9.2015	05:25:38	1441171538
67.53	81.35	45.41	34.28	16.47	0.19297	2.9.2015	05:25:39	1441171539
67.51	81.86	45.21	33.3	16.47	0.1934	2.9.2015	05:25:40	1441171540
67.55	81.42	45.7	32.62	16.46	0.19363	2.9.2015	05:25:41	1441171541
67.5	81.52	45.9	35.74	16.47	0.19363	2.9.2015	05:25:42	1441171542
67.58	81.71	45.21	34.47	16.47	0.19284	2.9.2015	05:25:43	1441171543
67.78	80.89	45.21	33.79	16.48	0.19323	2.9.2015	05:25:44	1441171544
67.45	81.13	44.82	33.79	16.49	0.19347	2.9.2015	05:25:46	1441171546
67.4	81.14	43.95	34.28	16.45	0.1928	2.9.2015	05:25:47	1441171547
67.5	80.89	44.14	33.69	16.45	0.19311	2.9.2015	05:25:48	1441171548
67.43	80.99	44.92	32.91	16.47	0.19265	2.9.2015	05:25:49	1441171549
67.2	81.43	42.87	33.3	16.48	0.19319	2.9.2015	05:25:50	1441171550
67.44	81.07	45.02	32.42	16.5	0.19277	2.9.2015	05:25:51	1441171551
67.63	80.95	45.41	34.38	16.48	0.19266	2.9.2015	05:25:53	1441171553
67.21	80.93	42.87	33.59	16.46	0.19343	2.9.2015	05:25:54	1441171554
67.37	81.04	43.55	34.47	16.47	0.19385	2.9.2015	05:25:55	1441171555
67.1	80.54	44.82	35.06	16.49	0.19358	2.9.2015	05:25:56	1441171556
67.16	80.57	44.53	34.96	16.49	0.19251	2.9.2015	05:25:57	1441171557
66.98	80.37	44.04	34.28	16.49	0.19278	2.9.2015	05:25:58	1441171558
67.34	80.49	44.34	33.98	16.48	0.19315	2.9.2015	05:26:00	1441171560
66.74	80.12	43.55	33.79	16.48	0.19325	2.9.2015	05:26:01	1441171561
66.87	80.54	43.46	35.16	16.49	0.19383	2.9.2015	05:26:02	1441171562
67.08	80.09	44.34	33.69	16.49	0.19338	2.9.2015	05:26:03	1441171563
67.32	80.43	44.63	34.86	16.48	0.19338	2.9.2015	05:26:04	1441171564
66.67	80.4	45.12	32.42	16.49	0.19409	2.9.2015	05:26:05	1441171565
67.21	80.86	42.58	32.42	16.49	0.19295	2.9.2015	05:26:06	1441171566
66.7	80.72	44.24	32.52	16.5	0.19396	2.9.2015	05:26:08	1441171568
66.95	80.53	43.65	35.74	16.49	0.19393	2.9.2015	05:26:09	1441171569
66.97	80.05	43.36	34.57	16.48	0.19352	2.9.2015	05:26:10	1441171570
67.2	79.6	45.51	32.42	16.5	0.19314	2.9.2015	05:26:11	1441171571
66.43	80.32	45.31	33.5	16.51	0.19333	2.9.2015	05:26:12	1441171572
67.06	80.01	43.07	35.84	16.52	0.19401	2.9.2015	05:26:13	1441171573
66.87	79.75	44.04	35.84	16.5	0.19412	2.9.2015	05:26:15	1441171575
66.84	79.58	43.16	33.69	16.49	0.1937	2.9.2015	05:26:16	1441171576
66.71	78.96	41.99	33.3	16.48	0.19349	2.9.2015	05:26:17	1441171577
66.83	79.76	43.46	35.25	16.51	0.19346	2.9.2015	05:26:18	1441171578
66.83	79.7	42.48	32.52	16.52	0.19317	2.9.2015	05:26:19	1441171579
66.77	79.5	43.95	35.55	16.51	0.19355	2.9.2015	05:26:20	1441171580
66.9	79.86	42.97	34.77	16.48	0.19329	2.9.2015	05:26:21	1441171581
66.54	79.72	43.55	33.5	16.5	0.19397	2.9.2015	05:26:23	1441171583
66.34	79.77	44.04	36.04	16.52	0.19369	2.9.2015	05:26:24	1441171584
66.88	79.97	44.82	35.94	16.51	0.19323	2.9.2015	05:26:25	1441171585
66.69	79.69	42.48	33.01	16.5	0.19347	2.9.2015	05:26:26	1441171586
66.92	79.9	43.36	35.94	16.5	0.19324	2.9.2015	05:26:27	1441171587
66.55	79.6	43.55	34.47	16.53	0.19345	2.9.2015	05:26:28	1441171588
66.87	80.18	44.73	35.55	16.51	0.19338	2.9.2015	05:26:30	1441171590
66.57	79.6	41.5	34.38	16.5	0.19397	2.9.2015	05:26:31	1441171591
66.65	80.31	43.65	34.08	16.51	0.19368	2.9.2015	05:26:32	1441171592
66.51	80.1	43.85	34.08	16.53	0.19396	2.9.2015	05:26:33	1441171593
66.58	80.24	43.85	34.08	16.51	0.19383	2.9.2015	05:26:34	1441171594
66.71	80.05	44.43	34.96	16.5	0.19324	2.9.2015	05:26:35	1441171595
66.48	79.81	43.07	33.5	16.53	0.19372	2.9.2015	05:26:36	1441171596
66.6	79.84	41.89	33.59	16.51	0.19318	2.9.2015	05:26:38	1441171598
66.01	79.91	43.26	34.08	16.51	0.19287	2.9.2015	05:26:39	1441171599
66.39	80.07	42.09	36.04	16.51	0.19207	2.9.2015	05:26:40	1441171600
66.47	80.27	42.68	33.89	16.53	0.1928	2.9.2015	05:26:41	1441171601
66.29	80.33	44.43	36.43	16.5	0.19299	2.9.2015	05:26:42	1441171602
66.15	80.17	42.38	34.28	16.51	0.19341	2.9.2015	05:26:43	1441171603
66.15	79.91	41.8	35.16	16.54	0.19371	2.9.2015	05:26:45	1441171605
66.4	80.05	43.26	33.69	16.51	0.19333	2.9.2015	05:26:46	1441171606
66.34	79.98	42.29	33.89	16.5	0.19369	2.9.2015	05:26:47	1441171607
66.31	80.16	44.73	33.4	16.54	0.1942	2.9.2015	05:26:48	1441171608
66.33	80.52	41.7	34.28	16.53	0.19293	2.9.2015	05:26:49	1441171609
66.08	80.34	42.29	36.23	16.51	0.19313	2.9.2015	05:26:50	1441171610
66.22	80.49	42.87	36.43	16.54	0.19345	2.9.2015	05:26:52	1441171612
66.14	80.16	43.46	34.08	16.54	0.19383	2.9.2015	05:26:53	1441171613
66.03	80.18	43.46	36.04	16.51	0.19356	2.9.2015	05:26:54	1441171614
66.14	79.82	44.04	36.72	16.54	0.1932	2.9.2015	05:26:55	1441171615
66.28	80.45	44.34	35.06	16.54	0.19411	2.9.2015	05:26:56	1441171616
66.25	80.58	44.14	36.43	16.52	0.19353	2.9.2015	05:26:57	1441171617
66.08	80.27	43.26	32.81	16.54	0.194	2.9.2015	05:26:58	1441171618
66.48	80.33	42.09	36.23	16.55	0.19386	2.9.2015	05:27:00	1441171620
66.03	80.38	42.19	33.79	16.54	0.19371	2.9.2015	05:27:01	1441171621
65.88	80.51	44.04	35.94	16.55	0.19359	2.9.2015	05:27:02	1441171622
65.94	80.19	43.95	34.18	16.55	0.19367	2.9.2015	05:27:03	1441171623
65.85	79.86	43.85	36.43	16.53	0.19322	2.9.2015	05:27:04	1441171624
66.04	80.09	43.55	36.33	16.54	0.19376	2.9.2015	05:27:05	1441171625
65.79	80.06	43.55	36.72	16.55	0.19315	2.9.2015	05:27:07	1441171627
66.04	79.88	41.7	34.96	16.52	0.1934	2.9.2015	05:27:08	1441171628
65.64	79.56	42.29	34.77	16.53	0.19378	2.9.2015	05:27:09	1441171629
65.78	79.13	41.99	35.06	16.55	0.19337	2.9.2015	05:27:10	1441171630
65.72	79.31	42.29	34.96	16.53	0.19352	2.9.2015	05:27:11	1441171631
65.81	79.18	43.65	34.57	16.53	0.19431	2.9.2015	05:27:12	1441171632
66.01	78.91	42.97	35.74	16.55	0.19318	2.9.2015	05:27:13	1441171633
65.85	78.93	42.09	34.08	16.54	0.19404	2.9.2015	05:27:15	1441171635
65.49	78.75	43.16	34.08	16.53	0.19394	2.9.2015	05:27:16	1441171636
65.51	78.68	41.89	34.38	16.56	0.1939	2.9.2015	05:27:17	1441171637
